Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
Clinical Data Analyst,Hyperion| R| SAS| SQL| Excel| Tableau| Microsoft Access| SPSS| QlikView| Medical Terminology| Data Analysis,Envision Healthcare,149,3.599999905,26,FL,,Health Care
Senior Data Analyst,SharePoint| Data Mining| Excel| SQL,Molina Healthcare,922,3.400000095,13,CA,"10,000+",Insurance
SAP BW / Data Analyst (W2),Data Analysis| SAP,Arthur Lawrence,25,4,5,TX,,Human Resources and Staffing
"Data Analyst II(SQL, SSIS, Healthcare)",Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,30,TX,"Less than 10,000",InsuranceHealth Care
Capital Markets Data Analyst,Microsoft SQL Server| Business Analysis| Oracle| SQL,Synechron,212,3.599999905,30,NC,"Less than 10,000",Consulting and Business Services
Senior Data Analyst,R| SAS| Oracle| Python| SQL| Tableau,Mid-Atlantic Permanente Medical Group,4,3,7,MD,"Less than 10,000",Health Care
Medical Systems Data Analyst,Power BI| Crystal Reports| Microsoft Office| SQL| Tableau,Epic Care,19,2.5,26,CA,,
Data Analyst,FTP| Telecommunication| Project Management| SQL| Excel,Calero Software,15,3.099999905,30,NY,,
"Consulting Data Analyst - Epidemiology, Bio-statistics, SAS,...",,Kaiser Permanente,8164,4.199999809,30,CA,"10,000+",Health Care
Data Analyst - Quality and Process Improvement Data,Oracle,BAE Systems,3246,3.900000095,30,NY,"10,000+",Aerospace and Defense
Sr. Marketing Data Analyst,Microsoft Powerpoint| R| Marketing| SAS| Excel,GM Financial,514,3.700000048,7,MI,"Less than 10,000",Auto
Software Data Analyst,Microsoft SQL Server| SQL| Microsoft Office| Data Analysis,CCC Information Services Inc.,73,3.900000095,30,NJ,"Less than 10,000",Internet and Software
"Data Analyst, Sr",PeopleSoft| MySQL| Microsoft SQL Server| SPSS| R| Oracle| SAS,Emory University,580,4.099999905,6,GA,,Education and Schools
Data Analyst,Microsoft SQL Server| Quantitative Analysis| Machine Learning| Microsoft Powerpoint| R| SAS| Oracle| SQL| Microsoft Office| Tableau| SPSS| Software Development| Python,CBRE,2216,3.799999952,20,OH,"10,000+",Real EstateReal Estate
Business Data Analyst,Time Management| Microsoft Powerpoint| SQL| Tableau,Freedom Financial Network,142,3.599999905,30,CA,"Less than 10,000",Banks and Financial Services
Enterprise Analytics Data Analyst II,Crystal Reports| SQL,Self Regional Healthcare,98,3.900000095,10,SC,,Health Care
Health Data Analyst II Decision Support,,Kaiser Permanente,8164,4.199999809,7,OR,"10,000+",Health Care
Research Data Analyst,Machine Learning| Microsoft Office,Stanford University,530,4.300000191,29,CA,"Less than 10,000",Education and Schools
Master Data Analyst,Data Mining| ERP Systems| Microsoft Office,BlueLinx Corporation,99,3.200000048,30,GA,,
Procurement Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Microsoft Office| SQL,KGPCo,102,3.299999952,30,MN,"Less than 10,000",Telecommunications
Marketing Data Analyst,Google Analytics| Marketing,DISH,4479,3.299999952,30,CO,"10,000+","Media, News and Publishing"
Sr. Customer Data Analyst,Microsoft SQL Server| Visual Basic| SQL,LTD Commodities,205,3.700000048,26,IL,,
Health Data Analyst - Medicare,Microsoft Powerpoint| SAS| Excel| SQL| Tableau,Prime Therapeutics,370,3.400000095,19,MN,,
Department Data Analyst - Ft. Worth - Moncrief Cancer Instit...,R| SAS| SQL,UT Southwestern Medical Center,500,3.900000095,23,TX,,Health Care
Data Analyst (U.S. Border Patrol),Microsoft Word| SharePoint| Microsoft Powerpoint| Power BI| Tableau,Logistics Management Institute,44,4,30,VA,,
Public Health Data Analyst,Epidemiology| Qualtrics| SAS| SQL| Excel| HTML5| Microsoft Access| Medical Terminology| Data Analysis,Emory University,580,4.099999905,30,GA,,Education and Schools
Data Analyst - Automotive Retail,Microsoft Powerpoint| SQL| Tableau,Frogdata,,,14,MI,,
SQL Data Analyst/Programmer/Report Writer,Business Intelligence| Microsoft SQL Server| XML| Project Management| SQL| Accounting| QlikView| Data Analysis,The Logistics Company,58,3.799999952,5,NC,"Less than 10,000",Government
Marketing Data Analyst,Customer Segmentation| Microsoft Powerpoint| Marketing| Microsoft Office,Imerys,228,4,30,GA,,
Data Analyst,JavaScript| Database Administration| R| SQL,T. Parker Host,7,3.700000048,30,VA,,Transport and Freight
Healthcare Data Analyst,Visual Basic| SAS| SQL| CPT Coding| Excel| ICD-9| Medical Insurance| Medical Coding,Milliman,87,3.700000048,30,NJ,,
Data Analyst Technician,,Jacobs,,,19,AL,"10,000+",Construction
Senior Data Analyst,Machine Learning| SQL| Python,Toole Design Group LLC,,,6,OR,,
340B Data Analyst- Pharmacy,Business Analysis,Allegheny Health Network,505,3.599999905,25,PA,,Health Care
Operations Data Analyst,Excel| SQL| Tableau| Analysis Skills| QlikView,Gallagher,665,3.299999952,30,IL,"10,000+",Insurance
Data Analyst,,Crozer Keystone Health System,104,3.5,30,PA,"Less than 10,000",Health Care
Marketing Data Analyst,Database Marketing| Microsoft SQL Server| Microsoft Powerpoint| Google Analytics| Oracle| SAS| Omniture| Microsoft Office| SQL| Tableau| Python,maconit,,,16,VA,,
Data Analyst,Project Management,VCU Health System,169,3.599999905,30,VA,"10,000+",Health Care
"Data Analyst II, Geriatrics/Palliative Care",Management Experience,Mount Sinai Health System,1086,4,30,NY,"10,000+",Health Care
Marketing Data Analyst,Marketing,Benchmark Education Company,16,2.900000095,30,NY,,
Marketing Data Analyst,Microsoft Powerpoint| Marketing Automation| Oracle| SAS| SQL| Tableau,Oxford Global Resources,63,3.299999952,20,MA,"Less than 10,000",Human Resources and Staffing
Federal - Data Analyst,,Accenture,14987,4,20,TX,"10,000+",Consulting and Business Services
Fraud Detection & Prevention Data Analyst,CFE| Certified Compliance And Ethics Professional| Internal Audits,Change Healthcare,448,3.200000048,30,GA,"10,000+",Health Care
Senior Client Insights Data Analyst,,Sun Life Financial,923,3.900000095,5,MA,"10,000+",Insurance
"Clinical Data Analyst, Stroke Program, Days, PAH",,Piedmont Healthcare,,,14,GA,,Health Care
Business Data Analyst 1 (2018-077),R| Python,Astronics,17,3.099999905,27,WA,,
Public Health Data Analyst,Epidemiology| Qualtrics| Medical Terminology| SAS,Emory University,580,4.099999905,30,GA,,Education and Schools
Data Analyst,Power BI,"Accountants One, Inc",9,4.400000095,21,GA,,
Data Analyst Sr,Microsoft Office,Sedgwick Claims Management Services,1005,3.200000048,30,CT,"10,000+",Insurance
Senior Data and Reporting Professional / Data Analyst - Knox...,QlikView| SAS| Excel| SQL| Tableau,Humana,4686,3.700000048,19,FL,"10,000+",Health Care
Senior Data Analyst,QlikView| SQL,Internet Brands,,,30,MI,,
Portfolio Data Analyst,Project Management| SQL| Excel| Microsoft Office,Ameritas,101,3.200000048,30,OH,"Less than 10,000",Insurance
Data Analyst Senior,,"Multnomah County, OR",,,30,OR,,
IT Data Analyst,Business Analysis,Allegheny Health Network,505,3.599999905,30,PA,,Health Care
Systems Data Analyst,,Mercy Health,,,20,OH,,
Senior Data Analyst,Python| Microsoft Office| Excel| SQL,Numerator,108,3.599999905,27,IL,"Less than 10,000",Consulting and Business Services
Provider Data Analyst 4,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,30,MO,"Less than 10,000",InsuranceHealth Care
Sr. Master Data Analyst Global Master Data Organization,Informatica| SQL| Microsoft Office| Excel,Ecolab,1287,3.5,5,MN,"10,000+",Industrial Manufacturing
Marketing Data Analyst,Data Mining| Microsoft Powerpoint| SPSS| Marketing| R| Business Analysis| SAS| Omniture| SQL,Nextiva,111,4.300000191,30,AZ,"Less than 10,000",Telecommunications
Data Analyst III - Managed Care,Time Management| Microsoft Powerpoint| SPSS| SAS,IPRO,31,3.799999952,30,NY,,
"Financial Analyst 2, Marketing Data and Analytics",Marketing| SQL| Excel| Tableau,Nordstrom,8955,4,18,WA,"10,000+",Retail
Bioinformatician/Data Analyst,Linux| Perl| Bioinformatics| SQL| MATLAB| Molecular Biology| Epidemiology| SAS| Tableau| Java| Python,Battelle,291,3.799999952,30,GA,"10,000+",Consulting and Business Services
Fair Lending Data Analyst,Microsoft Powerpoint| Excel,First Republic Bank,131,4,30,CA,,
Data Analyst II,Business Intelligence| SQL| QlikView,Adventist Health System,1047,3.700000048,5,TX,,Health Care
Business Intelligence Data Analyst - College Graduate CSO I...,Microsoft Powerpoint,Parker Hannifin Corporation,1888,3.900000095,14,CA,"10,000+",Industrial Manufacturing
Data Analyst 2,Data Warehouse| SAS| Oracle| SQL| Microsoft Office,"Northwest Permanente, P.C.",,,30,OR,,
Data Analyst,JavaScript| Data Mining| Machine Learning| Visual Basic| Scripting| R| HTML5| Excel| CSS| Python,Booz Allen Hamilton,1733,3.900000095,30,VA,"10,000+",Consulting and Business Services
Clinical Data Analyst,,Matheny School and Hospital,2,4,30,NJ,,Health Care
Senior Data Analyst,ERP Systems,Na Ali'i LLC,,,30,PA,,
Digital Communications Data Analyst,Google Analytics,The National Association of Manufacturers,,,30,DC,,
Data Analyst,PMP| Oracle| Microsoft Office| Data Analysis,Vista Technology Services,2,5,30,VA,"Less than 10,000",Consulting and Business Services
Business Data Analyst II,Crystal Reports| SQL| Excel| Microsoft Access,Liberty University,423,3.900000095,22,VA,,Education and Schools
Sr. Fraud Data Analyst - Home Based (U.S.),Microsoft Word| Time Management| Visio| Data Analysis| Legal Research| Tableau,RELX Group,778,3.700000048,30,IN,,
Research Data Analyst,STATA| Data Analysis| R| SAS| Clinical Trials,Johns Hopkins University,645,4.099999905,30,MD,"10,000+",Education and Schools
Brand Health Data Analyst,,Anheuser-Busch,,,30,MO,,
Data Analyst,Data Mining| Microsoft SQL Server| Microsoft Powerpoint| SAP| Big Data| Data Analysis,AbleVets LLC,7,3.700000048,19,VA,,
Data Analyst,Business Intelligence| Time Management| Power BI| R| SAS| SQL| Microsoft Office| Excel| Tableau| Python,Swiss Re,93,4.099999905,30,NY,"10,000+",Insurance
Statistical Data Analyst (Ops Research),SharePoint| Microsoft Word| Microsoft Powerpoint| Data Analysis| Microsoft Office| Tableau,Leidos,653,3.700000048,6,DC,"10,000+",Aerospace and Defense
"Data Analyst (SQL, Excel, Data Analysis)",Microsoft SQL Server| Data Mining| Microsoft Powerpoint| SQL| Microsoft Office| Microsoft Access,Jobspring Partners,31,3.700000048,4,CA,,Human Resources and Staffing
"Data Analyst II(healthcare, SQL)",Data Warehouse| Data Analysis| Audits| SQL| Microsoft Access,Centene,1134,3.299999952,30,PA,"Less than 10,000",InsuranceHealth Care
Data Analyst Lead,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
Data Analyst Lead,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
"Researcher/Data Analyst, Bureau of Mental Health",Statistical Software| Microsoft Powerpoint| Project Management| R| SAS| SQL| Microsoft Word| SPSS,NYC Careers,265,4.099999905,30,NY,,Government
Sr Data Analyst,Analysis Skills| Visual Basic| MATLAB,Cymer,77,3.599999905,30,CA,"Less than 10,000",Industrial Manufacturing
"Data Analyst II(SQL, Healthcare)",Data Analysis| SQL| Microsoft Access,Centene,1134,3.299999952,30,TX,"Less than 10,000",InsuranceHealth Care
Research Data Analyst- Healthcare Disparities (PT 20 hours t...,Microsoft Powerpoint,Boston Medical Center,451,4,21,MA,,Health Care
EBI Data Analyst III_Datastage,,Baylor Scott & White Health,2132,3.900000095,30,TX,"10,000+",Health Care
Data Analyst,Excel,Ace Technologies,16,4.099999905,1,DC,,Internet and Software
Quality Data Analyst,Project Management,Honeywell,6497,3.799999952,1,SC,"10,000+",Industrial Manufacturing
Data Analyst / Quantitative Data Analyst,R| Python,HopJump,,,17,MA,,
Data Analyst,JavaScript| Data Analysis| R| Python| SQL,Bitcoin,,,1,MO,,
Data Analyst,Oracle| SQL,Ace Technologies,16,4.099999905,1,CO,,Internet and Software
Data Analyst,SQL,Scaleapi,,,3,CA,,
Data Analyst,Hive| Data Mining| Spark| Machine Learning| Python,Time Warner,123,4.199999809,2,NY,"10,000+","Media, News and Publishing"
"Data Analyst IV(SQL, Microstrategy, Tableau)",Project Implementation| Data Analysis| Project Management| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,1,PA,"Less than 10,000",InsuranceHealth Care
Data Analyst I,Time Management| Power BI| R| SQL| Tableau| Data Warehouse| Python,Bio-Rad,281,3.700000048,1,CA,"Less than 10,000",Industrial Manufacturing
Data Analyst,Alteryx| R| Business Analysis| Python| SQL| Tableau,Ace Technologies,16,4.099999905,2,CA,,Internet and Software
"Data Analyst, Pricing",Predictive Analytics| Machine Learning| R| MATLAB| Python| C/C++| SQL| Tableau,Under Armour,620,3.900000095,1,MD,"Less than 10,000",Consumer Goods and Services
Data Analyst,Oracle| SQL,Ace Technologies,16,4.099999905,1,CO,,Internet and Software
Technical Data Analyst,Data Mining| Machine Learning| R| Build Automation| Python| SQL| Cloud Computing,Microsoft,5178,4.199999809,1,WA,"10,000+",Internet and Software
Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Oracle| SQL| Microsoft Office| Microsoft Word| Data Warehouse| Informatica,Ace Technologies,16,4.099999905,1,FL,,Internet and Software
Summer 2019 Intern - Data Analytics Analyst,Business Intelligence| R| Oracle| SQL| Tableau| Data Warehouse| PostgreSQL| Python,Salesforce,417,4.199999809,1,CA,"10,000+",Internet and Software
HR Data Analyst,Tableau,Creative Arts Agency (CAA),53,4,7,CA,,"Media, News and Publishing"
Data Analyst,Python| SQL| Tableau,Ace Technologies,16,4.099999905,5,CA,,Internet and Software
Data Analyst - HRA,Visual Basic| R| SAS| SQL| Data Analysis| Python,SCAN Health Plan,87,4,1,CA,,Insurance
Data Analyst,Alteryx| R| Business Analysis| Python| SQL| Tableau,Ace Technologies,16,4.099999905,7,CA,,Internet and Software
Data Analyst,Unit Testing,Cognizant,10491,4,2,NJ,"10,000+",Internet and Software
Data Analyst,SQL| Tableau| Java| Data Analysis| Python,Voloridge Investment Management,,,10,FL,,
Data Analyst,Machine Learning| R| Statisical Analysis| Python| SQL,Dot818,,,7,USA,,
Business Data Analyst,,Pinkerton,510,3.599999905,12,CA,"Less than 10,000",Consulting and Business Services
Data Analyst,Python| SQL,Chime,12,3.299999952,13,CA,,
Data Analyst,Quantitative Analysis| R| Python| SQL,Quinstreet,35,2.700000048,6,CA,,
Data Analyst - eCommerce,,Dick's Sporting Goods,4635,3.5,12,PA,"10,000+",Retail
Data Analyst,Alteryx| Data Mining| Power BI| Oracle| SQL| Tableau,Ace Technologies,16,4.099999905,8,NY,,Internet and Software
Data Analyst,Alteryx| Data Mining| Power BI| Oracle| SQL| Tableau,Ace Technologies,16,4.099999905,9,NY,,Internet and Software
Senior Data Analyst,R| Python| SQL| Excel,Cisco Meraki,10,4.400000095,1,CA,"Less than 10,000",Internet and Software
Data Analyst,Data Mining,Ace Technologies,16,4.099999905,7,MO,,Internet and Software
Audience Data Analyst (PlayStation Vue) (Contract),Email Marketing| Omniture| SQL,Sony Interactive Entertainment PlayStation,34,3.599999905,16,CA,,Computers and Electronics
Data Analyst,Google Analytics| SQL| Tableau,ThirdLove,47,4,30,CA,"Less than 10,000",Consumer Goods and Services
"Data Analyst, Restaurants",SQL| Tableau,TripAdvisor,67,4.099999905,4,MA,"Less than 10,000",Internet and Software
Master Data Analyst - Procurement,Microsoft Powerpoint,Guardian Industries,169,3.599999905,1,MI,"10,000+",Industrial Manufacturing
Healthcare Data Analyst I,Data Mining| Microsoft SQL Server| SPSS| SAS| Crystal Reports| Excel| Microsoft Access,Inland Empire Health Plan,99,3.599999905,4,CA,"Less than 10,000",Health Care
Data Analyst,Google Analytics| Python| SQL| Financial Modeling,Plastiq,,,30,CA,,
Data Analyst,SQL,Grid Dynamics,2,3.5,27,CA,,
Data Analyst,R| SAS| SQL| Tableau| STATA| Predictive Analytics| Python,Cricket Health,,,30,CA,,
Data Analyst,Process Improvement| SDLC,Cognizant,10491,4,2,NY,"10,000+",Internet and Software
Data Analyst,Eclipse| Python| SQL,"Edison Software, Inc.",,,30,CO,,
Research Data Analyst,,University of California San Francisco,282,4.199999809,7,CA,,Education and Schools
Data Analyst,Data Analysis| R| Python| SQL| Tableau,Scoot Networks,,,30,CA,,
Data Analyst I,SQL| Microsoft Office| Data Warehouse,InnovaSystems International,9,4,8,VA,,
Data Analyst University Grad,Big Data| Alteryx| R| Python,ViaSat,182,3.799999952,12,CA,"Less than 10,000",Telecommunications
Data Analyst,SQL,Ace Technologies,16,4.099999905,6,IA,,Internet and Software
Data Analyst,Data Mining,Ace Technologies,16,4.099999905,12,MO,,Internet and Software
Data Analyst - Data Wrangler,Java| C/C++| Python| SQL,OneAmerica,64,3.5,2,IN,"Less than 10,000",Insurance
Data Analyst,SQL,Ace Technologies,16,4.099999905,7,IA,,Internet and Software
Business Intelligence and Data Analyst,,NEURA,,,30,CA,,
Data Analyst I,Experimental Design| R| SQL| Git| Python,Techshed,,,19,CA,,
Data Analyst,JavaScript| Data Warehouse| R| Python| SQL| Tableau,Under Armour,620,3.900000095,30,MD,"Less than 10,000",Consumer Goods and Services
Global Security Data Analyst,,Tesla,,,14,CA,"10,000+",Industrial Manufacturing
"Game Data Analyst, Monetization",Data Mining| Microsoft Powerpoint| SQL| Tableau| Confluence| Python,Time Warner,123,4.199999809,5,IL,"10,000+","Media, News and Publishing"
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,1134,3.299999952,1,MO,"Less than 10,000",InsuranceHealth Care
Data Analyst-WV,Excel,Core10,,,16,WV,,
Data Analyst - Predictive Modeler,MySQL| Data Mining| Machine Learning| R| SAS| Python| Tableau,Zeta Global,15,3,3,CA,,
Data Analyst,JavaScript| Data Warehouse| R| Python| SQL| Tableau,Under Armour,620,3.900000095,30,MD,"Less than 10,000",Consumer Goods and Services
