stop,route,location,lat,lng
N DUPONT AVE & SEALEY DR WB,MADISON CONNECTOR,"(36.267823, -86.701859)",36.267823,-86.701859
BELL RD & COLLINS PARK DR EB,HICKORY HOLLOW-LENOX EXPRESS,"(36.045904, -86.657994)",36.045904,-86.657994
S 5TH ST & FATHERLAND ST SB,SHELBY,"(36.169865, -86.763587)",36.169865,-86.763587
BAPTIST WORLD CENTER DR & WILLIS ST EB,WHITES CREEK,"(36.193904, -86.778438)",36.193904,-86.778438
CRESTMOOR RD & GREEN HILLS VILLAGE DR WB,HILLSBORO,"(36.109474, -86.814515)",36.109474,-86.814515
BROADWAY AVE & 2ND AVE S EB,LEBANON PIKE,"(36.16173, -86.775429)",36.16173,-86.775429
GRANNY WHITE PIKE & KIRKWOOD AVE NB,12TH AVENUE SOUTH,"(36.120711, -86.790472)",36.120711,-86.790472
EASTLAND AVE & SETLIFF PL EB,SHELBY,"(36.182778, -86.738046)",36.182778,-86.738046
LISCHEY AVE & EVANSTON AVE SB,MERIDIAN,"(36.189279, -86.764073)",36.189279,-86.764073
EDGE HILL AVE & 18TH AVE S WB,MIDTOWN,"(36.143683, -86.795468)",36.143683,-86.795468
WEST END AVE & WILSON BLVD EB,WEST END - WHITE BRIDGE,"(36.131353, -86.834471)",36.131353,-86.834471
HWY 70 & FOREST PARK APARTMENTS WB,WEST END - BELLEVUE,"(36.077522, -86.911947)",36.077522,-86.911947
MEXICO DR & HINKLE DR NB,BORDEAUX,"(36.183034, -86.837052)",36.183034,-86.837052
12TH AVE S & EDGEHILL AVE SB,BELMONT,"(36.142972, -86.787031)",36.142972,-86.787031
NEIL AVE & RAMSY ST SB,McFERRIN,"(36.177543, -86.758659)",36.177543,-86.758659
WOODMONT BLVD & GENERAL BATE DR EB,8TH AVENUE SOUTH,"(36.110693, -86.785774)",36.110693,-86.785774
NEELY'S BEND RD & HOWSE AVE EB,MADISON CONNECTOR,"(36.253312, -86.698326)",36.253312,-86.698326
THOMPSON LN & ST EDWARDS DR EB,THOMPSON CONNECTOR,"(36.110185, -86.738175)",36.110185,-86.738175
OPRY MILLS FOOD COURT,OPRY MILLS,"(36.202834, -86.693524)",36.202834,-86.693524
NW BROAD & MEMORIAL BLVD NB,MURFREESBORO RELAX & RIDE,"(35.849584, -86.398955)",35.849584,-86.398955
PLUS PARK STATION OUTBOUND,MURFREESBORO PIKE,"(36.13434, -86.723268)",36.13434,-86.723268
N DICKERSON PIKE & GRACE ST SB,WHITES CREEK,"(36.183867, -86.773861)",36.183867,-86.773861
DICKERSON PIKE & SUNSET CR SB,DICKERSON ROAD,"(36.223911, -86.76099)",36.223911,-86.76099
THOMPSON STATION INBOUND,NOLENSVILLE PK BRT LITE,"(36.112037, -86.745666)",36.112037,-86.745666
LEBANON PIKE & RIVERSTONE BLVD SB,LEBANON PIKE,"(36.170671, -86.653457)",36.170671,-86.653457
ABBOTT MARTIN RD & HILLSBORO PIKE E,BELMONT,"(36.106285, -86.818123)",36.106285,-86.818123
S 19TH ST & SHELBY AVE EB,SHELBY,"(36.170153, -86.737493)",36.170153,-86.737493
ALAMEDA ST & 39TH AVE N,HERMAN,"(36.163543, -86.833819)",36.163543,-86.833819
BELL RD & BLUE HOLE RD WB,HICKORY HOLLOW-LENOX EXPRESS,"(36.045755, -86.673903)",36.045755,-86.673903
JONES AVE & EDWIN ST NB,McFERRIN,"(36.203949, -86.757812)",36.203949,-86.757812
JOHN A MERRITT BLVD & 29TH AVE WB,UNIVERSITY CONNECTOR,"(36.167968, -86.821943)",36.167968,-86.821943
METROCENTER & GREAT CIRCLE RD WB,METROCENTER,"(36.193804, -86.810007)",36.193804,-86.810007
GALLATIN PIKE & GREENLAND AVE NB,GALLATIN PIKE,"(36.222459, -86.725813)",36.222459,-86.725813
HINKLE DR & MEXICO DR EB,BORDEAUX,"(36.183043, -86.837221)",36.183043,-86.837221
NASHBORO BLVD & MURFREESBORO PIKE E,ANTIOCH EXPRESS,"(36.087796, -86.646873)",36.087796,-86.646873
THE HERMITAGE SB,OLD HICKORY,"(36.21252, -86.623)",36.21252,-86.623
JO JOHNSTON AVE & 11TH AVE N EB,MIDTOWN,"(36.164618, -86.792332)",36.164618,-86.792332
21ST AVE S & PIERCE AVE NB,HILLSBORO,"(36.140259, -86.800294)",36.140259,-86.800294
COCKRILL ST & 17TH AVE WB,ST. CECILIA - CUMBERLAND,"(36.174633, -86.806621)",36.174633,-86.806621
LEBANON PIKE & DANYACREST AVE NB,LEBANON PIKE,"(36.179616, -86.64385)",36.179616,-86.64385
ROWAN DR & ROWAN CT NB,WHITES CREEK,"(36.221777, -86.810059)",36.221777,-86.810059
MURFREESBORO PIKE & PINEWAY DR EB,MURFREESBORO PIKE,"(36.113886, -86.691696)",36.113886,-86.691696
CLAY ST & 9TH AVE N EB,ST. CECILIA - CUMBERLAND,"(36.184821, -86.803404)",36.184821,-86.803404
17TH AVE N & JACKSON ST NB,HERMAN,"(36.166445, -86.803208)",36.166445,-86.803208
HERMITAGE AVE & LINDSLEY AVE WB,LEBANON PIKE,"(36.15508, -86.763995)",36.15508,-86.763995
LISCHEY AVE & RICHARDSON AVE SB,MERIDIAN,"(36.191857, -86.763648)",36.191857,-86.763648
OLD HICKORY BLVD & 4TH ST NB,OLD HICKORY,"(36.220808, -86.624706)",36.220808,-86.624706
10TH AVE N & PONDER PL NB,ST. CECILIA - CUMBERLAND,"(36.190466, -86.806096)",36.190466,-86.806096
HERMITAGE AVE & DRIFTWOOD ST SB,LEBANON PIKE,"(36.154729, -86.75842)",36.154729,-86.75842
MCGAVOCK PIKE & GLENMEADE DR WB,SCOTT,"(36.203971, -86.726799)",36.203971,-86.726799
FAIN ST & CLAIBORNE ST EB,MIDTOWN,"(36.15189, -86.760889)",36.15189,-86.760889
DONELSON PIKE & SHACLETT DR NB,AIRPORT - DOWNTOWN HOTELS,"(36.144049, -86.66659)",36.144049,-86.66659
ACKLEN AVE & S 12TH AVE NB,12TH AVENUE SOUTH,"(36.133909, -86.78869)",36.133909,-86.78869
NASHVILLE ZOO STATION INBOUND,NOLENSVILLE PK BRT LITE,"(36.090005, -86.733428)",36.090005,-86.733428
DICKERSON PIKE & WHITE CREEK PK NB,HICKORY HILLS,"(36.189242, -86.77303)",36.189242,-86.77303
42ND AVE/SYLVAN PARK STATION INBOUND,CHARLOTTE,"(36.152293, -86.837289)",36.152293,-86.837289
5TH AVE N & CHURCH ST NB,MUSIC CITY BLUE CIRCUIT,"(36.163054, -86.780078)",36.163054,-86.780078
MADISON ST & 2ND AVE N EB,METROCENTER,"(36.176688, -86.784712)",36.176688,-86.784712
MCGAVOCK PIKE & GREENLAND AVE NB,SCOTT,"(36.21307, -86.711415)",36.21307,-86.711415
DELK AVE & 26TH AVE N WB,ST. CECILIA - CUMBERLAND,"(36.178404, -86.819077)",36.178404,-86.819077
CLARKSVILLE PIKE & ED TEMPLE BLVD S,BORDEAUX,"(36.188076, -86.821874)",36.188076,-86.821874
DEMONBREUN ST & 3RD AVE EB,MUSIC CITY STAR WEST END SHUTTLE,"(36.159518, -86.774728)",36.159518,-86.774728
5TH AVE N & COMMERCE ST NB,MUSIC CITY BLUE CIRCUIT,"(36.161732, -86.779169)",36.161732,-86.779169
SOUTH PRECINCT,NOLENSVILLE PK BRT LITE,"(36.089241, -86.688168)",36.089241,-86.688168
21ST AVE S & ACKLEN AVE SB,HILLSBORO,"(36.135345, -86.801115)",36.135345,-86.801115
32ND AVE N & BATAVIA ST NB,HERMAN,"(36.160458, -86.824014)",36.160458,-86.824014
MASSMAN DR & KIPLING DR NB,THOMPSON CONNECTOR,"(36.130649, -86.700083)",36.130649,-86.700083
CLARKSVILLE PIKE & 24TH AVE N EB,UNIVERSITY CONNECTOR,"(36.184729, -86.815769)",36.184729,-86.815769
MURPHY & 22ND AVE EB,MIDTOWN,"(36.154685, -86.806089)",36.154685,-86.806089
HAYNES PARK DR & KINGS LN NB,BORDEAUX,"(36.218706, -86.834137)",36.218706,-86.834137
HUNTERS LN & YOEST DR EB,HICKORY HILLS,"(36.27808, -86.753986)",36.27808,-86.753986
BELL RD & HARBORWOOD DR NB,ANTIOCH EXPRESS,"(36.132666, -86.629191)",36.132666,-86.629191
JEFFERSON ST & 21ST AVE N WB,UNIVERSITY CONNECTOR,"(36.168958, -86.810828)",36.168958,-86.810828
CHARLOTTE AVE & 53RD AVE N WB,CHARLOTTE,"(36.151927, -86.851027)",36.151927,-86.851027
LEBANON PIKE & OMOHUNDRO PL WB,LEBANON PIKE,"(36.153681, -86.733762)",36.153681,-86.733762
DUE WEST STATION INBOUND,GALLATIN PIKE,"(36.24887, -86.719915)",36.24887,-86.719915
MCFERRIN AVE & CARTER ST SB,McFERRIN,"(36.189811, -86.754234)",36.189811,-86.754234
BAPTIST WORLD CENTER DR & MEADE DR SB,WHITES CREEK,"(36.203172, -86.789223)",36.203172,-86.789223
16TH ST & WOODLAND ST SB,SHELBY,"(36.177012, -86.741988)",36.177012,-86.741988
OLD HICKORY BLVD & HINDU TEMPLE SB,BELLEVUE EXPRESS,"(36.10162, -86.922942)",36.10162,-86.922942
FULTON STATION INBOUND,MURFREESBORO PIKE,"(36.153204, -86.769479)",36.153204,-86.769479
MCGAVOCK PIKE & GALLATIN PIKE WB,SHELBY,"(36.204976, -86.737517)",36.204976,-86.737517
MUSIC CITY CENTRAL 4TH - BAY 14,SHELBY,"(36.166456, -86.781222)",36.166456,-86.781222
LAFAYETTE ST & 5TH AVE S WB,AIRPORT - DOWNTOWN HOTELS,"(36.152481, -86.773181)",36.152481,-86.773181
CLARKSVILLE PIKE & ASHTON CITY HWY,BORDEAUX,"(36.197856, -86.837557)",36.197856,-86.837557
CAMILLA CALDWELL LN & COUNTY HOSPIT,BORDEAUX,"(36.182529, -86.847711)",36.182529,-86.847711
DICKERSON PIKE & WEST CHESTER DR SB,HICKORY HILLS,"(36.263377, -86.757368)",36.263377,-86.757368
DR DB TODD BLVD & WHELESS ST NB,UNIVERSITY CONNECTOR,"(36.175891, -86.809247)",36.175891,-86.809247
BELL RD & CEDAR POINT PKWY EB,HICKORY HOLLOW-LENOX EXPRESS,"(36.044851, -86.667224)",36.044851,-86.667224
LEBANON PIKE & RIVERSTONE BLVD EB,LEBANON PIKE,"(36.170385, -86.653513)",36.170385,-86.653513
CHESTNUT ST & 2ND AVE S WB,MIDTOWN,"(36.145741, -86.764971)",36.145741,-86.764971
ANNEX AVE & CHARLOTTE PIKE WB,CHARLOTTE,"(36.140894, -86.882835)",36.140894,-86.882835
HICKORY PZ & HICKORYVIEW DR,NOLENSVILLE PK BRT LITE,"(36.048729, -86.716298)",36.048729,-86.716298
21ST AVE S & BERNARD AVE NB,HILLSBORO,"(36.131413, -86.801376)",36.131413,-86.801376
CHARLOTTE AVE & 25TH AVE N WB,CHARLOTTE,"(36.155386, -86.811814)",36.155386,-86.811814
ELM HILL PIKE & APPLETON DR SB,AIRPORT - DOWNTOWN HOTELS,"(36.148937, -86.703446)",36.148937,-86.703446
GLASTONBURY RD & BRILEY PKWY WB,THOMPSON CONNECTOR,"(36.136966, -86.700464)",36.136966,-86.700464
WOODLAND ST & MCFERRIN AVE WB,SCOTT,"(36.175819, -86.754419)",36.175819,-86.754419
VAILVIEW DR & SPEARS RD EB,DICKERSON ROAD,"(36.239673, -86.768103)",36.239673,-86.768103
9TH AVE N & CHURCH ST NB,RIVERGATE EXPRESS,"(36.161206, -86.784363)",36.161206,-86.784363
FOSTER AVE & WOODYCREST AVE SB,MURFREESBORO PIKE,"(36.134902, -86.741383)",36.134902,-86.741383
GREEN LN & KNIGHT DR EB,GOLDEN VALLEY,"(36.236671, -86.803279)",36.236671,-86.803279
HERMAN ST & 10TH AVE N EB,HERMAN,"(36.168599, -86.792855)",36.168599,-86.792855
BELL RD & LINCOYA BAY NB,ANTIOCH EXPRESS,"(36.145405, -86.626133)",36.145405,-86.626133
GALLATIN PIKE & STROUSE AVE SB,GALLATIN PIKE,"(36.194424, -86.743527)",36.194424,-86.743527
E THOMPSON LN & GLENROSE SB,THOMPSON CONNECTOR,"(36.114457, -86.719833)",36.114457,-86.719833
ANDERSON RD & MOSSDALE DR WB,ANTIOCH EXPRESS,"(36.073557, -86.61906)",36.073557,-86.61906
SCOTT AVE & MONETTA AVE NB,SCOTT,"(36.200384, -86.732918)",36.200384,-86.732918
MERIDIAN ST & BERRY ST NB,MERIDIAN,"(36.181099, -86.768835)",36.181099,-86.768835
MAIN STREET STATION INBOUND,GALLATIN PIKE,"(36.175784, -86.757807)",36.175784,-86.757807
SHARPE AVE & CHAPEL AVE EB,SCOTT,"(36.187728, -86.73799)",36.187728,-86.73799
PORTER RD & TILLMAN LN SB,SHELBY,"(36.184954, -86.731504)",36.184954,-86.731504
DEMONBREUN ST & 8TH AVE EB,MUSIC CITY GREEN CIRCUIT,"(36.156866, -86.780863)",36.156866,-86.780863
3RD AVE & HARRISON ST NB,METROCENTER,"(36.171197, -86.782209)",36.171197,-86.782209
MURFREESBORO PIKE & JUPITER DR WB,MURFREESBORO PIKE,"(36.119856, -86.701981)",36.119856,-86.701981
MOOREWOOD DR & CRISLYNNDALE DR SB,DICKERSON ROAD,"(36.237078, -86.773387)",36.237078,-86.773387
HADLEY AVE & 17TH ST NB,OLD HICKORY,"(36.253578, -86.6478)",36.253578,-86.6478
LEALAND LN & NOELTON AVE EB,12TH AVENUE SOUTH,"(36.111871, -86.787165)",36.111871,-86.787165
BELL RD & BRITTANY PARK DR WB,HICKORY HOLLOW-LENOX EXPRESS,"(36.046835, -86.679149)",36.046835,-86.679149
MYATT DR & ROOSEVELT AVE SB,OLD HICKORY,"(36.269333, -86.69003)",36.269333,-86.69003
WEST END AVE & I-440 RAMP WB,WEST END - WHITE BRIDGE,"(36.138788, -86.819808)",36.138788,-86.819808
BLAKEMORE AVE & NATCHEZ TRC WB,UNIVERSITY CONNECTOR,"(36.138701, -86.810781)",36.138701,-86.810781
33RD AVE N & ALAMEDA ST SB,MUSIC CITY BLUE CIRCUIT,"(36.164867, -86.826485)",36.164867,-86.826485
HAMILTON RD S & RIVER DR NB,BORDEAUX,"(36.192671, -86.831987)",36.192671,-86.831987
ALAMEDA AVE & ALBION ST SB,HERMAN,"(36.161958, -86.835529)",36.161958,-86.835529
MURFREESBORO PIKE & POREST VIEW DR,MURFREESBORO RELAX & RIDE,"(36.067411, -86.631004)",36.067411,-86.631004
ELM HILL PIKE & ACORN DR EB,AIRPORT - DOWNTOWN HOTELS,"(36.150131, -86.699732)",36.150131,-86.699732
TENNESSEE AVE & 51ST AVE N EB,HERMAN,"(36.160713, -86.84895)",36.160713,-86.84895
OPRY MILLS ENTERTAINMENT COURT,OPRY MILLS,"(36.20505, -86.694834)",36.20505,-86.694834
N 14TH ST & EASTLAND AVE SB,SCOTT,"(36.183504, -86.745036)",36.183504,-86.745036
CLEVELAND ST & N 3RD ST EB,MERIDIAN,"(36.186902, -86.766241)",36.186902,-86.766241
PREMIER DR & WILCLAY AVE SB,CHARLOTTE,"(36.143253, -86.88215)",36.143253,-86.88215
11TH AVE & CHARLOTTE AVE SB,12TH AVENUE SOUTH,"(36.161582, -86.790293)",36.161582,-86.790293
HARDING PIKE & CLAREDON AVE EB,WEST END - BELLEVUE,"(36.114355, -86.861823)",36.114355,-86.861823
RICHMOND HILL DR & VAILVIEW DR WB,DICKERSON ROAD,"(36.234592, -86.775168)",36.234592,-86.775168
8TH AVE S & BROADWAY AVE SB,100 OAKS,"(36.159008, -86.782225)",36.159008,-86.782225
FAIN ST & CLAIBORNE ST WB,MIDTOWN,"(36.152024, -86.76053)",36.152024,-86.76053
8TH AVE N & JEFFERSON ST SB,BORDEAUX,"(36.172108, -86.790757)",36.172108,-86.790757
MASSMAN DR & MAPLELEAF DR WB,AIRPORT - DOWNTOWN HOTELS,"(36.150717, -86.709254)",36.150717,-86.709254
WHITE BRIDGE PIKE & BROOKWOOD TR SB,WEST END - WHITE BRIDGE,"(36.129227, -86.854225)",36.129227,-86.854225
E THOMPSON & MURFREESBORO WB,THOMPSON CONNECTOR,"(36.126212, -86.712275)",36.126212,-86.712275
GALLATIN AVE & SEYMOUR AVE NB,GALLATIN PIKE,"(36.185494, -86.747536)",36.185494,-86.747536
VAILVIEW DR & ROBWOOD DR EB,DICKERSON ROAD,"(36.237993, -86.769273)",36.237993,-86.769273
12TH AVE & CARUTHERS AVE SB,12TH AVENUE SOUTH,"(36.125596, -86.789441)",36.125596,-86.789441
HWY 70 S & COLCE JEANNE RD EB,WEST END - BELLEVUE,"(36.073884, -86.93463)",36.073884,-86.93463
MCFERRIN AVE & W GREENWOOD AVE NB,McFERRIN,"(36.191427, -86.753527)",36.191427,-86.753527
ALBION ST & DR DB TODD BLVD EB,HERMAN,"(36.166079, -86.806394)",36.166079,-86.806394
RIVERGATE STATION,GALLATIN PIKE,"(36.30047, -86.69561)",36.30047,-86.69561
HWY 70 S & CARNAVON PKWY WB,WEST END - BELLEVUE,"(36.089901, -86.890782)",36.089901,-86.890782
MURFREESBORO PK & FERGUS RD,SMYRNA - LA VERGNE EXPRESS,"(36.010319, -86.543967)",36.010319,-86.543967
WHITE BRIDGE PIKE & FOUNTAIN PL NB,WEST END - WHITE BRIDGE,"(36.130007, -86.855262)",36.130007,-86.855262
BROADWAY AVE & 11TH AVE N EB,HILLSBORO,"(36.157036, -86.786292)",36.157036,-86.786292
BROADWAY AVE & 16TH AVE S WB,WEST END - WHITE BRIDGE,"(36.15445, -86.79279)",36.15445,-86.79279
ELM HILL STATION OUTBOUND,MURFREESBORO PIKE,"(36.144475, -86.749604)",36.144475,-86.749604
GALLATIN PIKE & THOMAS AVE SB,GALLATIN PIKE,"(36.205205, -86.737594)",36.205205,-86.737594
N 1ST ST & SPRING ST NB,WHITES CREEK,"(36.176751, -86.774423)",36.176751,-86.774423
LEBANON PIKE & BELINDA DR SB,LEBANON PIKE,"(36.204656, -86.614804)",36.204656,-86.614804
WALTER S DAVIS BLVD & 39TH AVE N NB,HERMAN,"(36.166025, -86.835021)",36.166025,-86.835021
MCNALLY STATION OUTBOUND,NOLENSVILLE PK BRT LITE,"(36.093821, -86.736589)",36.093821,-86.736589
LEBANON PIKE & OMOHUNDRO PL EB,LEBANON PIKE,"(36.154402, -86.739793)",36.154402,-86.739793
12TH AVE S & WEDGEWOOD AVE SB,12TH AVENUE SOUTH,"(36.136823, -86.78843)",36.136823,-86.78843
CONVENTION CENTER STATION OUTBOUND,MURFREESBORO PIKE,"(36.159257, -86.776124)",36.159257,-86.776124
TIMOTHY DR & FAIRVIEW DR SB,BORDEAUX,"(36.212166, -86.844784)",36.212166,-86.844784
BELMONT BLVD & BATTLEFIELD DR NB,BELMONT,"(36.115723, -86.798618)",36.115723,-86.798618
FATHERLAND ST & S 19TH ST EB,SHELBY,"(36.172867, -86.737132)",36.172867,-86.737132
DICKERSON PIKE & LIGON AVE SB,DICKERSON ROAD,"(36.194193, -86.772489)",36.194193,-86.772489
UNION ST & 4TH AVE N WB,LEBANON PIKE,"(36.165224, -86.77982)",36.165224,-86.77982
PORTER RD & WATERS AVE NB,SHELBY,"(36.186374, -86.730302)",36.186374,-86.730302
ANDERSON LN & MCARTHUR DR WB,MADISON CONNECTOR,"(36.272217, -86.690576)",36.272217,-86.690576
PARKWAY DR & OAKVIEW DR NB,DICKERSON ROAD,"(36.237296, -86.764984)",36.237296,-86.764984
GALLATIN PIKE & GILLOCK ST NB,GALLATIN PIKE,"(36.214109, -86.730618)",36.214109,-86.730618
THOMPSON STATION OUTBOUND,MURFREESBORO PIKE,"(36.128164, -86.713199)",36.128164,-86.713199
31ST AVE & WELLINGTON AVE WB,UNIVERSITY CONNECTOR,"(36.139736, -86.813305)",36.139736,-86.813305
JACKSON ST & DR D B TODD JR BLVD WB,HERMAN,"(36.165856, -86.805081)",36.165856,-86.805081
GRANNY WHITE PIKE & NOELTON AVE NB,12TH AVENUE SOUTH,"(36.112817, -86.792321)",36.112817,-86.792321
ELM HILL PIKE & HENEY DR WB,AIRPORT - DOWNTOWN HOTELS,"(36.151357, -86.671109)",36.151357,-86.671109
MCMURRAY DR & WHITAKER DR EB,TUSCULUM - McMURRAY EXPRESS,"(36.053616, -86.738579)",36.053616,-86.738579
1ST AVE S & KOREAN VETS BLVD SB,LEBANON PIKE,"(36.15858, -86.772148)",36.15858,-86.772148
COUNTY HOSPITAL RD & HOSPITAL LN EB,BORDEAUX,"(36.182512, -86.845736)",36.182512,-86.845736
EDGEHILL AVE & 15TH AVE S EB,BELMONT,"(36.14307, -86.790822)",36.14307,-86.790822
MCGAVOCK PIKE  & FERNBROOK LN NB,OPRY MILLS,"(36.18565, -86.676164)",36.18565,-86.676164
UNION ST & 2ND AVE EB,SHELBY,"(36.166036, -86.777419)",36.166036,-86.777419
GREEN ST & FAIRFIELD AVE NB,MIDTOWN,"(36.152666, -86.75629)",36.152666,-86.75629
HARDING PIKE & JONQUIL DR WB,NOLENSVILLE PK BRT LITE,"(36.080494, -86.717779)",36.080494,-86.717779
SHELBY AVE & S 6TH ST WB,SHELBY,"(36.168525, -86.759952)",36.168525,-86.759952
JEFFERSON ST & I-40 WB,UNIVERSITY CONNECTOR,"(36.168662, -86.813534)",36.168662,-86.813534
MURFREESBORO PIKE & EDGE O LAKE DR,MURFREESBORO PIKE,"(36.079396, -86.644343)",36.079396,-86.644343
BELMONT BLVD & CEDAR LN SB,BELMONT,"(36.120904, -86.795124)",36.120904,-86.795124
21ST AVE S & BLAIR SB,HILLSBORO,"(36.129996, -86.802285)",36.129996,-86.802285
53RD AVE STATION INBOUND,CHARLOTTE,"(36.151865, -86.850579)",36.151865,-86.850579
BURTON ST & WALNUT ST EB,MURFREESBORO RELAX & RIDE,"(35.849241, -86.393012)",35.849241,-86.393012
TENNESSEE AVE & 48TH AVE N WB,HERMAN,"(36.16103, -86.843913)",36.16103,-86.843913
S GALLATIN PIKE & MOVING CENTER CT,GALLATIN PIKE,"(36.250896, -86.718465)",36.250896,-86.718465
HARDING PIKE & VINE CT EB,WEST END - WHITE BRIDGE,"(36.129645, -86.83965)",36.129645,-86.83965
SNELL BLVD & DOLAN RD NB,BORDEAUX,"(36.182075, -86.844266)",36.182075,-86.844266
ANDREW JACKSON PKWY & DES MOINES DR SB,LEBANON PIKE,"(36.209748, -86.601994)",36.209748,-86.601994
MAINSTREAM DR & GREAT CIRCLE RD EB,METROCENTER,"(36.199877, -86.811528)",36.199877,-86.811528
MURFREESBORO PIKE & UNA ANTIOCH PK,MURFREESBORO PIKE,"(36.085731, -86.648189)",36.085731,-86.648189
CHARLOTTE AVE & 16TH AVE N W,CHARLOTTE,"(36.159714, -86.796129)",36.159714,-86.796129
EDMONDSON PIKE & OAKLEY DR SB,GRASSMERE-EDMONDSON CONNECTOR,"(36.055266, -86.742703)",36.055266,-86.742703
ROYAL PKWY & RACHEL DR EB,AIRPORT - DOWNTOWN HOTELS,"(36.147035, -86.672372)",36.147035,-86.672372
HEAD MIDDLE SCHOOL,LEBANON PIKE,"(36.158034, -86.804426)",36.158034,-86.804426
8TH AVE N & JEFFERSON ST SB,BORDEAUX,"(36.17343, -86.791617)",36.17343,-86.791617
NOLENSVILLE PIKE & WALLACE RD NB,NOLENSVILLE PK BRT LITE,"(36.076974, -86.725383)",36.076974,-86.725383
OLD HICKORY BLVD & GALLATIN PIKE EB,MADISON CONNECTOR,"(36.262241, -86.711952)",36.262241,-86.711952
PRIEST LAKE DR & CLEARLAKE DR NB,ANTIOCH EXPRESS,"(36.098225, -86.607866)",36.098225,-86.607866
8TH AVE S & HAMILTON AVE NB,8TH AVENUE SOUTH,"(36.139136, -86.778286)",36.139136,-86.778286
BUCHANAN ST & 22ND AVE N EB,BORDEAUX,"(36.180105, -86.813197)",36.180105,-86.813197
RICHARDS RD & CUMMINGS PARK DR EB,ANTIOCH EXPRESS,"(36.068965, -86.681346)",36.068965,-86.681346
11TH AVE N & WHEELESS ST SB,ST. CECILIA - CUMBERLAND,"(36.179003, -86.803879)",36.179003,-86.803879
OLD HICKORY BLVD & COBBLESTONE CREEK DR EB,HICKORY HILLS,"(36.278199, -86.789015)",36.278199,-86.789015
LEBANON PIKE & HICKORY HILL LN NB,LEBANON PIKE,"(36.188823, -86.628212)",36.188823,-86.628212
MERIDIAN ST & BERRY ST SB,MERIDIAN,"(36.181242, -86.768992)",36.181242,-86.768992
FRANKLIN PIKE & BRADFORD AVE NB,8TH AVENUE SOUTH,"(36.128489, -86.777736)",36.128489,-86.777736
OLD HICKORY BLVD & I-40 NB,BELLEVUE EXPRESS,"(36.10788, -86.922344)",36.10788,-86.922344
N GALLATIN PIKE & OLD HICKORY BLVD,GALLATIN PIKE,"(36.263571, -86.711692)",36.263571,-86.711692
HERMITAGE AVE & PEABODY ST EB,LEBANON PIKE,"(36.157437, -86.770645)",36.157437,-86.770645
BELL RD & CANE RIDGE DR EB,HICKORY HOLLOW-LENOX EXPRESS,"(36.0448, -86.663596)",36.0448,-86.663596
HADLEY AVE  & N 14TH ST SB,OLD HICKORY,"(36.256459, -86.647864)",36.256459,-86.647864
OLD HICKORY BLVD & LAKESHORE DR NB,OLD HICKORY,"(36.239099, -86.630265)",36.239099,-86.630265
MCKINNEY ST & 23RD AVE N EB,ST. CECILIA - CUMBERLAND,"(36.187669, -86.81402)",36.187669,-86.81402
SCOTT AVE & OTAY AVE SB,SCOTT,"(36.199072, -86.7332)",36.199072,-86.7332
7TH & HARRSION NB,MUSIC CITY BLUE CIRCUIT,"(36.16854, -86.786736)",36.16854,-86.786736
BELL RD & HARBOR LIGHTS DR NB,ANTIOCH EXPRESS,"(36.093746, -86.624787)",36.093746,-86.624787
DELVIN DR & COLEMONT DR WB,TUSCULUM - McMURRAY EXPRESS,"(36.054371, -86.700399)",36.054371,-86.700399
S HAMILTON RD & N HYDES FERRY RD WB,BORDEAUX,"(36.192831, -86.832144)",36.192831,-86.832144
HOBSON PK & OLD HICKORY BLVD SB,MURFREESBORO RELAX & RIDE,"(36.042928, -86.606773)",36.042928,-86.606773
WOODMONT BLVD & LEALAND LN WB,12TH AVENUE SOUTH,"(36.110996, -86.787445)",36.110996,-86.787445
ARDEE AVE & MCGAVOCK PIKE SB,SCOTT,"(36.2104, -86.714225)",36.2104,-86.714225
BROADWAY AVE & 19TH AVE S EB,HILLSBORO,"(36.150919, -86.796509)",36.150919,-86.796509
ANDERSON LN & DEL CREST DR SB,ANTIOCH EXPRESS,"(36.095467, -86.604286)",36.095467,-86.604286
JONES AVE & E TRINITY LN NB,McFERRIN,"(36.205053, -86.757629)",36.205053,-86.757629
EDGEHILL AVE & 10TH AVE S EB,MIDTOWN,"(36.141838, -86.78351)",36.141838,-86.78351
MURPHY & 23RD AVE WB,MIDTOWN,"(36.153788, -86.808122)",36.153788,-86.808122
THOMPSON LN & EUGENIA AVE EB,THOMPSON CONNECTOR,"(36.110999, -86.754673)",36.110999,-86.754673
3RD AVE N & GARFIELD ST SB,METROCENTER,"(36.183135, -86.790007)",36.183135,-86.790007
12TH AVE S & WEDGEWOOD AVE NB,12TH AVENUE SOUTH,"(36.135945, -86.788702)",36.135945,-86.788702
WHARF STATION INBOUND,MURFREESBORO PIKE,"(36.14886, -86.762226)",36.14886,-86.762226
LINBAR DR & WALLACE RD,NOLENSVILLE PK BRT LITE,"(36.083369, -86.704236)",36.083369,-86.704236
HERMAN ST & 12TH AVE N WB,HERMAN,"(36.167232, -86.796321)",36.167232,-86.796321
21ST AVE S & MEDICAL CENTER DR SB,HILLSBORO,"(36.142489, -86.800118)",36.142489,-86.800118
WALTON STATION INBOUND,GALLATIN PIKE,"(36.23806, -86.724213)",36.23806,-86.724213
