ATV_Involved (group),Agency,Agency_Name,Display Sheet,Road_Type,Land_Use,Hour_STR,Latitude_adj,Longitude_adj,View_Dashboard,YTD_0,YTD_1,YTD_2,SUM([Injury]+[Fatality]),Item,SortBy,GIS,Parent,Crash_Desc,Route_adj,tip,Show_on_Map,Collision_Time_adj,Collision_Date_Tooltip,Tooltip_DriverAge,Collision_DOW,Tooltip_DriverFactor,Tooltip_Vehicle,Tooltip_NM,FixTotalRecs,City,Collision_Date,County,Crash_Type (group),Crash_Type,Distracted_Driver (group),Driver_Drinking (group),Driver_Drugged (group),Drowsy_Driver (group),Fatality,First_Harmfu_Event (group),Injury,LargeTruck_Involved (group),Latitude,Light_Condition (group),Longitude,MRN,Motorcycle_Involved (group),Number of Records,Other_Nonmotorist,Pedalcyclist,Pedestrian,SchoolBus,Senior (65-99) (group),Speeding_Involved (group),THPInv,THP_District,Teen (13-19) (group),Unbelted (group),Weather (group)
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural,11,35.76457,-84.86781,View Dashboard,1,0,0,4,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (4 injury/ies), SR-68,?,1,11:37,"Monday, June 10, 2019 @ 11:37",None,Monday,None,None,None,1, Not in a City,6/10/2019 11:37:00 AM,Rhea,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,4,Null & -,35.76457,Daylight,-84.86781,102422459,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Null & -,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural,15,35.75726,-84.786,View Dashboard,1,0,0,10,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (10 injury/ies), SR-29,?,1,15:45,"Friday, October 4, 2019 @ 15:45",None,Friday,"Distracted Driver, Unbelted Occupant",None,None,1, Not in a City,10/4/2019 3:45:00 PM,Rhea,Serious Injury,Serious Injury,Distracted Driver,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,10,Null & -,35.75726,Daylight,-84.786,102561704,Null & -,1,-,-,-,School Bus - Directly Involved,Null & -,Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural, 7,35.63045,-84.82066,View Dashboard,1,0,0,1,Embankment Earth,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-68,?,1, 7:25,"Friday, June 14, 2019 @  7:25",None,Friday,Unbelted Occupant,None,None,1, Not in a City,6/14/2019 7:25:00 AM,Rhea,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Embankment Earth,1,Null & -,35.63045,Daylight,-84.82066,102418499,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,RHEA CO SHERIFFS DEPT,RHEA CO SHERIFFS DEPT,1,Other,Rural,20,35.61458,-84.8197,View Dashboard,1,0,0,1,Standing Tree,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),OLD DIXIE HWY,?,1,20:49,"Sunday, September 8, 2019 @ 20:49",None,Sunday,"Distracted Driver, Drunk Driver",None,None,1, Not in a City,9/8/2019 8:49:00 PM,Rhea,Serious Injury,Serious Injury,Distracted Driver,Drinking Driver,Null & -,Null & -,0,Standing Tree,1,Null & -,35.61458,Dark-Not Lighted,-84.8197,102513552,Null & -,1,-,-,-,-,Null & -,Null & -,Other,2-Chattanooga,Null & -,Null & -,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,Other,Rural,20,35.54017,-84.91232,View Dashboard,1,0,0,3,Embankment Earth,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 2 injury/ies)",WHITE FLATS RD,?,1,20:08,"Wednesday, April 3, 2019 @ 20:08",Teen (13-19),Wednesday,Unbelted Occupant,None,None,1, Not in a City,4/3/2019 8:08:00 PM,Rhea,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Embankment Earth,2,Null & -,35.54017,Dusk,-84.91232,102350512,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Teen Driver (13-19),Unbelted Occupant,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural,Un,35.61784,-84.80455,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 2 injury/ies)", SR-68,?,1,Unknown,"Tuesday, June 25, 2019 @ Unknown",Senior (65-99),Tuesday,Unbelted Occupant,Motorcycle,None,1, Not in a City,6/25/2019 12:00:00 AM,Rhea,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,35.61784,Daylight,-84.80455,102438479,Motorcyclist Involved,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural,14,35.65126,-84.87834,View Dashboard,1,0,0,5,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (2 fatality/ies, 3 injury/ies)", SR-68,?,1,14:30,"Monday, April 29, 2019 @ 14:30",Senior (65-99),Monday,"Driver Used Drug, Unbelted Occupant",None,None,1, Not in a City,4/29/2019 2:30:00 PM,Rhea,Fatal,Fatal,Null & -,Null & -,Driver has used Drugs,Null & -,2,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.65126,Daylight,-84.87834,102380222,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,DAYTON POLICE DEPT,DAYTON POLICE DEPT,1,State Road,Urban,Un,35.51727,-84.99963,View Dashboard,1,0,0,1,Utility Pole,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)", SR-29,?,1,Unknown,"Friday, September 27, 2019 @ Unknown",None,Friday,None,None,None,1,Dayton,9/27/2019 12:00:00 AM,Rhea,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Utility Pole,0,Null & -,35.51727,Dark-Not Lighted,-84.99963,102533237,Null & -,1,-,-,-,-,Null & -,Null & -,Other,2-Chattanooga,Null & -,Null & -,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,Other,Rural,14,35.41926,-85.36069,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),SPROUSE HILL RD,?,1,14:46,"Saturday, June 15, 2019 @ 14:46",Senior (65-99),Saturday,None,None,None,1, Not in a City,6/15/2019 2:46:00 PM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,35.41926,Daylight,-85.36069,102420478,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,2-Chattanooga,Null & -,Null & -,Clear
Null & -,DUNLAP POLICE DEPT,DUNLAP POLICE DEPT,1,Other,Urban,11,35.38074,-85.38613,View Dashboard,1,0,0,1,Curb,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),CROSS ST ,?,1,11:45,"Monday, September 16, 2019 @ 11:45",Senior (65-99),Monday,None,None,None,1,Dunlap,9/16/2019 11:45:00 AM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Curb,1,Null & -,35.38074,Daylight,-85.38613,102511072,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,Other,2-Chattanooga,Null & -,Null & -,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,Other,Rural,15,35.45566,-85.44142,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies),STATE ROUTE 8 ,?,1,15:20,"Friday, November 15, 2019 @ 15:20",Senior (65-99),Friday,None,None,None,1, Not in a City,11/15/2019 3:20:00 PM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.45566,Daylight,-85.44142,102578791,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,2-Chattanooga,Null & -,Null & -,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural, 6,35.35983,-85.32057,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-111,?,1, 6:30,"Tuesday, April 30, 2019 @  6:30",Senior (65-99),Tuesday,None,Large Truck,None,1, Not in a City,4/30/2019 6:30:00 AM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Large Truck Involved,35.35983,Dark-Not Lighted,-85.32057,102380214,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,2-Chattanooga,Null & -,Null & -,Clear
Null & -,SEQUATCHIE CO SHERIFFS DEPT,SEQUATCHIE CO SHERIFFS DEPT,1,State Road,Rural, 6,35.20034,-85.36425,View Dashboard,1,0,0,1,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-8,?,1, 6:33,"Friday, April 19, 2019 @  6:33",None,Friday,None,None,None,1, Not in a City,4/19/2019 6:33:00 AM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Ditch,1,Null & -,35.20034,"Null, Other, Unknown",-85.36425,102365389,Null & -,1,-,-,-,-,Null & -,Null & -,Other,2-Chattanooga,Null & -,Null & -,Fog
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,Other,Rural,12,35.4009,-85.44203,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies),FREDONIA RD,?,1,12:00,"Tuesday, March 26, 2019 @ 12:00",None,Tuesday,None,None,None,1, Not in a City,3/26/2019 12:00:00 PM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,35.4009,Daylight,-85.44203,102351089,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Null & -,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,Other,Rural,12,35.21498,-85.38779,View Dashboard,1,0,0,3,Injured In Vehicle,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies),WALDEN FARMS RD ,?,1,12:26,"Thursday, October 3, 2019 @ 12:26",None,Thursday,None,None,None,1, Not in a City,10/3/2019 12:26:00 PM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Injured In Vehicle,3,Null & -,35.21498,Daylight,-85.38779,102530000,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Null & -,Clear
ATV Involved,SEQUATCHIE CO SHERIFFS DEPT,SEQUATCHIE CO SHERIFFS DEPT,1,Other,Rural,16,35.34044,-85.28445,View Dashboard,1,0,0,1,Standing Tree,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),HARVEY CRANMORE RD,?,1,16:55,"Sunday, August 18, 2019 @ 16:55",None,Sunday,"Drunk Driver, Unbelted Occupant",ATV,None,1, Not in a City,8/18/2019 4:55:00 PM,Sequatchie,Serious Injury,Serious Injury,Null & -,Drinking Driver,Null & -,Null & -,0,Standing Tree,1,Null & -,35.34044,Daylight,-85.28445,102481622,Null & -,1,-,-,-,-,Null & -,Null & -,Other,2-Chattanooga,Null & -,Unbelted Occupant,Clear
ATV Involved,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,Other,Rural,17,35.35293,-85.29688,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),LEWIS CHAPEL RD,?,1,17:49,"Sunday, July 28, 2019 @ 17:49",None,Sunday,"Drunk Driver, Driver Used Drug, Unbelted Occupant",ATV,None,1, Not in a City,7/28/2019 5:49:00 PM,Sequatchie,Serious Injury,Serious Injury,Null & -,Drinking Driver,Driver has used Drugs,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,35.35293,Daylight,-85.29688,102487094,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural, 6,35.43861,-85.52047,View Dashboard,1,0,0,1,"Over Turn, Roll Over",1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-399,?,1, 6:56,"Monday, October 28, 2019 @  6:56",None,Monday,Speeding,Large Truck,None,1, Not in a City,10/28/2019 6:56:00 AM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,"Over Turn, Roll Over",1,Large Truck Involved,35.43861,Daylight,-85.52047,102556985,Null & -,1,-,-,-,-,Null & -,Speeding Driver,THP,2-Chattanooga,Null & -,Null & -,Fog
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural, 2,35.30158,-85.44193,View Dashboard,1,0,0,2,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-28,?,1, 2:10,"Wednesday, April 10, 2019 @  2:10",None,Wednesday,"Distracted Driver, Unbelted Occupant",None,None,1, Not in a City,4/10/2019 2:10:00 AM,Sequatchie,Serious Injury,Serious Injury,Distracted Driver,Null & -,Null & -,Null & -,0,Ditch,2,Null & -,35.30158,Dark-Not Lighted,-85.44193,102361106,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,SEQUATCHIE CO SHERIFFS DEPT,SEQUATCHIE CO SHERIFFS DEPT,1,Other,Rural, 0,35.51025,-85.45983,View Dashboard,1,0,0,1,Other Animal,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),WHITEOAK SWAMPS RD,?,1, 0:58,"Wednesday, April 24, 2019 @  0:58",None,Wednesday,Unbelted Occupant,None,None,1, Not in a City,4/24/2019 12:58:00 AM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Other Animal,1,Null & -,35.51025,Dark-Not Lighted,-85.45983,102370171,Null & -,1,-,-,-,-,Null & -,Null & -,Other,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural,17,35.4285,-85.42847,View Dashboard,1,0,0,2,"Over Turn, Roll Over",1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-8,?,1,17:15,"Thursday, March 14, 2019 @ 17:15",None,Thursday,None,Large Truck,None,1, Not in a City,3/14/2019 5:15:00 PM,Sequatchie,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,"Over Turn, Roll Over",2,Large Truck Involved,35.4285,Dark-Not Lighted,-85.42847,102331764,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Null & -,Rain
ATV Involved,SEQUATCHIE CO SHERIFFS DEPT,SEQUATCHIE CO SHERIFFS DEPT,1,Other,Rural, 2,35.48373,-85.45273,View Dashboard,1,0,0,1,Shrubbery,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),BOWATER RD ,?,1, 2:30,"Saturday, March 23, 2019 @  2:30",None,Saturday,"Drunk Driver, Speeding, Unbelted Occupant",ATV,None,1, Not in a City,3/23/2019 2:30:00 AM,Sequatchie,Serious Injury,Serious Injury,Null & -,Drinking Driver,Null & -,Null & -,0,Shrubbery,1,Null & -,35.48373,Dark-Not Lighted,-85.45273,102341884,Null & -,1,-,-,-,-,Null & -,Speeding Driver,Other,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,Other,Urban,15,35.39052,-85.39005,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 2 injury/ies)",FREDONIA RD,?,1,15:49,"Tuesday, September 24, 2019 @ 15:49",Senior (65-99),Tuesday,"Driver Used Drug, Speeding, Unbelted Occupant",Large Truck,None,1,Dunlap,9/24/2019 3:49:00 PM,Sequatchie,Fatal,Fatal,Null & -,Null & -,Driver has used Drugs,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,2,Large Truck Involved,35.39052,Daylight,-85.39005,102551271,Null & -,1,-,-,-,-,Senior Driver (65-99),Speeding Driver,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,Other,Urban,13,35.39232,-85.37591,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 1 injury/ies)",RANKIN AVE,?,1,13:43,"Monday, June 3, 2019 @ 13:43",Senior (65-99),Monday,Unbelted Occupant,Motorcycle,None,1,Dunlap,6/3/2019 1:43:00 PM,Sequatchie,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,35.39232,Daylight,-85.37591,102410692,Motorcyclist Involved,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural, 8,35.3003,-85.44269,View Dashboard,1,0,0,2,Standing Tree,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 1 injury/ies)", SR-28,?,1, 8:36,"Saturday, January 19, 2019 @  8:36",None,Saturday,Unbelted Occupant,None,None,1, Not in a City,1/19/2019 8:36:00 AM,Sequatchie,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Standing Tree,1,Null & -,35.3003,Daylight,-85.44269,102288820,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Rain
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural,21,35.32505,-85.38771,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)", SR-8,?,1,21:29,"Tuesday, July 9, 2019 @ 21:29",None,Tuesday,"Driver Used Drug, Unbelted Occupant",None,None,1, Not in a City,7/9/2019 9:29:00 PM,Sequatchie,Fatal,Fatal,Null & -,Null & -,Driver has used Drugs,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,0,Null & -,35.32505,Dark-Not Lighted,-85.38771,102447054,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
ATV Involved,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,Other,Rural, 1,35.40752,-85.33169,View Dashboard,1,0,0,1,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",KELLY CROSS RD,?,1, 1:14,"Sunday, March 10, 2019 @  1:14",None,Sunday,"Drunk Driver, Unbelted Occupant",ATV,None,1, Not in a City,3/10/2019 1:14:00 AM,Sequatchie,Fatal,Fatal,Null & -,Drinking Driver,Null & -,Null & -,1,Ditch,0,Null & -,35.40752,Dark-Not Lighted,-85.33169,102332035,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Unbelted Occupant,Clear
Null & -,THP District 2 - Chattanooga,THP District 2 - Chattanooga,1,State Road,Rural,22,35.53174,-85.46823,View Dashboard,1,0,0,1,"Over Turn, Roll Over",1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)", SR-8,?,1,22:01,"Saturday, May 25, 2019 @ 22:01",None,Saturday,"Drunk Driver, Driver Used Drug",None,None,1, Not in a City,5/25/2019 10:01:00 PM,Sequatchie,Fatal,Fatal,Null & -,Drinking Driver,Driver has used Drugs,Null & -,1,"Over Turn, Roll Over",0,Null & -,35.53174,Dark-Lighted,-85.46823,102409659,Null & -,1,-,-,-,-,Null & -,Null & -,THP,2-Chattanooga,Null & -,Null & -,Clear
Null & -,ASHLAND CITY POLICE DEPT,ASHLAND CITY POLICE DEPT,1,State Road,Urban, 9,36.27405,-87.06392,View Dashboard,1,0,0,1,Pedestrian,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-12,?,1, 9:27,"Sunday, August 25, 2019 @  9:27",Teen (13-19),Sunday,None,None,Pedestrian,1,Ashland City,8/25/2019 9:27:00 AM,Cheatham,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Pedestrian,1,Null & -,36.27405,Daylight,-87.06392,102488991,Null & -,1,-,-,Pedestrian Involved,-,Null & -,Null & -,Other,3-Nashville,Teen Driver (13-19),Null & -,Clear
Null & -,THP District 3 - Nashville,THP District 3 - Nashville,1,State Road,Rural,13,36.45108,-87.12114,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies), SR-112,?,1,13:55,"Tuesday, May 28, 2019 @ 13:55",Senior (65-99),Tuesday,None,None,None,1, Not in a City,5/28/2019 1:55:00 PM,Cheatham,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,36.45108,Daylight,-87.12114,102404131,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,3-Nashville,Null & -,Null & -,Clear
Null & -,THP District 3 - Nashville,THP District 3 - Nashville,1,State Road,Rural, 7,36.44326,-87.10306,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies), SR-112,?,1, 7:29,"Thursday, October 24, 2019 @  7:29",Senior (65-99),Thursday,Unbelted Occupant,None,None,1, Not in a City,10/24/2019 7:29:00 AM,Cheatham,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.44326,Daylight,-87.10306,102547178,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,3-Nashville,Null & -,Unbelted Occupant,Clear
Null & -,THP District 3 - Nashville,THP District 3 - Nashville,1,State Road,Rural,16,36.35842,-87.17634,View Dashboard,1,0,0,5,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (5 injury/ies), SR-12,?,1,16:47,"Sunday, April 14, 2019 @ 16:47",Senior (65-99),Sunday,"Drunk Driver, Unbelted Occupant",None,None,1, Not in a City,4/14/2019 4:47:00 PM,Cheatham,Serious Injury,Serious Injury,Null & -,Drinking Driver,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,5,Null & -,36.35842,Daylight,-87.17634,102362567,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,3-Nashville,Null & -,Unbelted Occupant,Clear
Null & -,KINGSTON SPRINGS POLICE DEPT,KINGSTON SPRINGS POLICE DEPT,1,Other,Urban,18,36.09084,-87.11083,View Dashboard,1,0,0,1,Curb,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),W KINGSTON SPRINGS RD,?,1,18:08,"Sunday, August 11, 2019 @ 18:08",Senior (65-99),Sunday,Unbelted Occupant,Motorcycle,None,1,Kingston Springs,8/11/2019 6:08:00 PM,Cheatham,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Curb,1,Null & -,36.09084,Daylight,-87.11083,102475718,Motorcyclist Involved,1,-,-,-,-,Senior Driver (65-99),Null & -,Other,3-Nashville,Null & -,Unbelted Occupant,Clear
Null & -,THP District 3 - Nashville,THP District 3 - Nashville,1,State Road,Rural,19,36.34061,-86.92864,View Dashboard,1,0,0,1,Culvert,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-112,?,1,19:49,"Friday, September 20, 2019 @ 19:49",Senior (65-99),Friday,None,None,None,1, Not in a City,9/20/2019 7:49:00 PM,Cheatham,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Culvert,1,Null & -,36.34061,Dark-Not Lighted,-86.92864,102521016,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,3-Nashville,Null & -,Null & -,Clear
Null & -,PLEASANT VIEW POLICE DEPT,PLEASANT VIEW POLICE DEPT,1,State Road,Urban,19,36.37617,-87.04203,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-49,?,1,19:48,"Thursday, March 21, 2019 @ 19:48",Senior (65-99),Thursday,None,None,None,1,Pleasant View,3/21/2019 7:48:00 PM,Cheatham,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.37617,Dark-Lighted,-87.04203,102338162,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,Other,3-Nashville,Null & -,Null & -,Clear
Null & -,PLEASANT VIEW POLICE DEPT,PLEASANT VIEW POLICE DEPT,1,Other,Urban,17,36.36452,-87.04305,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),OLD CLARKSVILLE PKE,?,1,17:45,"Tuesday, January 29, 2019 @ 17:45",None,Tuesday,"Drunk Driver, Driver Used Drug",None,None,1,Ashland City,1/29/2019 5:45:00 PM,Cheatham,Serious Injury,Serious Injury,Null & -,Drinking Driver,Driver has used Drugs,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.36452,Dusk,-87.04305,102297581,Null & -,1,-,-,-,-,Null & -,Null & -,Other,3-Nashville,Null & -,Null & -,Cloudy
