Area Designation Cde,City,Crash Comments,Collision Date,CY Fatal Crashes,Latitude in Date Range,CY Fatalities,Placeholder,Invalid Lat Long - Crash in Date Range,Collision Dte,Collision Id,Collision Time Txt,County Name,Date Deleted,DEL,Date Range Collision Date,Date Range Fatal Crashes,Early Notification Type,Fatal Case Nbr Txt,ID,Intersect Road Name Suffix Txt,Intersect Road Name Txt,Intersect Road Nbr Txt,Invalid Lat Long - Fatality in Date Range,DateDiffTest,Crash Latitude,Longitude in Date Range,Crash Longitude,Master Record Number,Mile Mark Nmb,Mstr Rec Nbr Txt,Person Type,Rdwy Name Suffix Txt,Rdwy Name Txt,Rdwy Nbr Txt,Relation To Road Cde,Rollover Ind,Route Signing Cde,State Fatal #,School Bus Cde,Speed Ind,THP District,TK or BUS INV,Date Range Fatalities
00,NA,,5/24/2017 12:00:00 AM,1,36.56603,1,1,0,5/24/2017 2:11:00 AM,BDCB2296-44E3-11E7-85E5-0050568862A8,02:11,Robertson,,N,5/24/2017 12:00:00 AM,1,Email,17-0343,6F5BC8A6-AE3D-4E12-A8B9-A142B0CFDB36,,,,0,874,36.56603,-86.62194,-86.62194,101655015,115.5,101655015,DRIVER,,I 65,,05,N,01,17-0343,00,,03,T,1
02,NA,,5/17/2017 12:00:00 AM,1,35.58011,1,1,0,5/17/2017 4:08:00 PM,7EC35C5F-DF7B-11E7-9A39-4437E6BDFF39,16:08,Maury,,N,5/17/2017 12:00:00 AM,1,Email,17-0327,17012BC1-6020-4689-8F69-50DEC7F40FCD,,NEW LEWISBURG HWY,,0,867,35.58011,-87.00332,-87.00332,101655267,0,101655267,DRIVER,,BLUE SPRINGS RD,,01,Y,04,17-0327,00,,07,T,1
00,NA,,5/16/2017 12:00:00 AM,1,35.58103,1,1,0,5/16/2017 10:45:00 AM,10FC4A14-9283-11E7-BA75-0050568862A8,10:45,Maury,,N,5/16/2017 12:00:00 AM,1,Email,17-0322,2B4C7984-004B-4809-A4FA-283BB4536D9A,,MCCLANAHAN RD,,0,866,35.58103,-87.31864,-87.31864,101660288,0,101660288,DRIVER,,HAMPSHIRE PKE,,01,Y,02,17-0322,00,,07,T,1
00,NA,,6/2/2017 12:00:00 AM,1,36.27941,1,1,0,6/2/2017 6:28:00 AM,7ED5E13F-9F21-11E7-8279-0050568862A8,06:28,Fentress,,N,6/2/2017 12:00:00 AM,1,Par,17-0367,4D78C319-F8D0-440D-BAED-53182DDF9FD8,,OLD SUNBRIGHT RD,,0,883,36.27941,-84.9817,-84.9817,101662194,0,101662194,DRIVER,,SOUTH YORK HWY,,01,N,02,17-0367,00,,06,T,1
02,LEBANON,,5/30/2017 12:00:00 AM,1,36.23724,1,1,0,5/30/2017 7:19:00 PM,E4693167-6337-11E7-8705-A8A795863824,19:19,Wilson,,N,5/30/2017 12:00:00 AM,1,Par,17-0384,9BBCD28E-5260-4F67-B786-33FB9C2B4627,,MANCHESTER BLVD,,0,880,36.23724,-86.39345,-86.39345,101666049,0,101666049,DRIVER,,LEBANON RD,,01,N,02,17-0384,00,,03,T,1
00,NA,,6/2/2017 12:00:00 AM,1,34.99154,1,1,0,6/2/2017 2:10:00 AM,D5C8AA47-D6D2-11E7-9529-705812217F75,02:10,Marion,,N,6/2/2017 12:00:00 AM,1,Email,17-0366,805516A8-CADA-4EB4-A83E-2DA56EBCEEFF,,,,0,883,34.99154,-85.4783,-85.4783,101666341,165.95,101666341,DRIVER,,I 24,,01,Y,01,17-0366,00,,02,T,1
00,NA,,6/2/2017 12:00:00 AM,1,34.99154,1,1,0,6/2/2017 2:10:00 AM,D5C8AA47-D6D2-11E7-9529-705812217F75,02:10,Marion,,N,6/2/2017 12:00:00 AM,1,Email,17-0366,53D501F6-D9ED-47ED-960D-CC33CBF18DB1,,,,0,883,34.99154,-85.4783,-85.4783,101666341,165.95,101666341,DRIVER,,I 24,,01,Y,01,17-0366,00,,02,T,1
01,NASHVILLE,,6/3/2017 12:00:00 AM,1,36.24148,1,1,0,6/3/2017 9:42:00 AM,5D0B1E9F-65A8-11E7-8E93-0050568862A8,09:42,Davidson,,N,6/3/2017 12:00:00 AM,1,Par,17-0390,8A17DB15-6F70-4971-9B4D-9EFB92C011EC,,BRILEY PKWY E EXT RAMP,,0,884,36.24148,-86.75952,-86.75952,101666610,0,101666610,DRIVER,,BRILEY PKWYE,,01,N,03,17-0390,00,,03,T,1
01,NA,,6/6/2017 12:00:00 AM,1,35.77096,1,1,0,6/6/2017 10:42:00 PM,88C7E7D2-6FCF-11E7-B0A3-0050568862A8,22:42,Madison,,N,6/6/2017 12:00:00 AM,1,Email,17-0385,9460FCA5-8974-4B52-ABB7-FA6A6F1143E6,,HIGHWAY 45W,,0,887,35.77096,-88.84977,-88.84977,101667151,0,101667151,DRIVER,,CROSSOVER,,01,N,02,17-0385,00,,08,T,1
00,ATHENS,CITY VERIFIED VIA TDOT REPORT,6/3/2017 12:00:00 AM,1,35.4655,1,1,0,6/3/2017 4:07:00 PM,01D04178-5372-11E7-A118-0015FF692800,16:07,McMinn,,N,6/3/2017 12:00:00 AM,1,Email,17-0369,35CAABC1-5409-46CD-A948-BBD4436E2E34,,,,0,884,35.4655,-84.6488,-84.6488,101667351,48.6,101667351,PASS,,I 75,,01,N,01,17-0369,00,,02,T,1
00,NA,,6/5/2017 12:00:00 AM,1,35.03676,1,1,0,6/5/2017 3:05:00 AM,3D2676D6-EE32-11E7-A9A1-FC4DD4D3C68B,03:05,Marion,,N,6/5/2017 12:00:00 AM,1,Email,17-0376,4B38E298-63A5-48FC-9554-8B47494AA6C4,,RACCOON MOUNTAIN RD,,0,886,35.03676,-85.41793,-85.41793,101670202,0,101670202,DRIVER,,HWY 41,,05,N,02,17-0376,00,,02,T,1
01,NA,,6/9/2017 12:00:00 AM,1,35.67928,1,1,0,6/9/2017 7:45:00 AM,3CC2CA54-9641-11E7-BA75-0050568862A8,07:45,Madison,,N,6/9/2017 12:00:00 AM,1,Email,17-0396,EECA4A2C-1900-4EEC-AA8D-3A100B9B0682,,CROSSOVER,,0,890,35.67928,-88.97274,-88.97274,101670716,0,101670716,DRIVER,,HIGHWAY 412W,,01,N,03,17-0396,00,,08,T,1
00,NA,,6/5/2017 12:00:00 AM,1,35.75271,1,1,0,6/5/2017 11:20:00 AM,2155284C-D455-11E7-8831-20C6EB0912C7,11:20,Rhea,,N,6/5/2017 12:00:00 AM,1,Email,17-0379,22BE718C-984F-478D-B914-D60CA7F5C58D,,RICHARD CUNNINGHAM LN,,0,886,35.75271,-84.85008,-84.85008,101674733,0,101674733,DRIVER,,WASSOM MEMORIAL HWY,,01,Y,03,17-0379,00,,02,T,1
00,NA,,6/18/2017 12:00:00 AM,1,35.28242,1,1,0,6/18/2017 11:38:00 PM,803E42F5-573D-11E7-8E93-0050568862A8,23:38,Bradley,,N,6/18/2017 12:00:00 AM,1,Email,17-0418,BC9D3EA8-5DA7-4609-A46F-E4FB51032D70,,,,0,899,35.28242,-84.81768,-84.81768,101679332,32.4,101679332,DRIVER,,I 75,,05,N,01,17-0418,00,,02,T,1
00,LEBANON,CITY VERIFIED VIA EMAIL,6/14/2017 12:00:00 AM,1,36.18292,1,1,0,6/14/2017 8:45:00 PM,BF4FDC5B-602F-11E7-8F05-4437E6BDFCCE,20:45,Wilson,,N,6/14/2017 12:00:00 AM,1,Email,17-0411,C02A8FAF-2C60-4243-A6DC-BBD125162853,,RAMP,,0,895,36.18292,-86.40605,-86.40605,101679571,0,101679571,DRIVER,,HIGHWAY 109S,,01,N,03,17-0411,00,,03,T,1
01,NASHVILLE,,6/23/2017 12:00:00 AM,1,36.13173,1,1,0,6/23/2017 12:49:00 PM,57086F92-6580-11E7-8E93-0050568862A8,12:49,Davidson,,N,6/23/2017 12:00:00 AM,1,Email,17-0428,382CB097-4741-4386-AFB9-A5ADC991BDC1,,I40 E ENT RAMP,,0,904,36.13173,-86.89594,-86.89594,101683735,0,101683735,DRIVER,,CHARLOTTE PKE,,01,N,02,17-0428,00,,03,T,1
01,HUMBOLDT,,7/18/2017 12:00:00 AM,1,35.81899,1,1,0,7/18/2017 12:00:00 AM,1AEE4E47-6D60-11E7-B0A3-0050568862A8,24:00,Gibson,,N,7/18/2017 12:00:00 AM,1,Par,17-0507,91467F1B-596C-46F9-B555-D8E0878EE61B,,MITCHELL ST,,0,929,35.81899,-88.89089,-88.89089,101705541,0,101705541,DRIVER,,HWY 45 BYP,,05,N,02,17-0507,00,,08,T,1
00,NA,,7/18/2017 12:00:00 AM,1,36.47868,1,1,0,7/18/2017 10:26:00 PM,C6CFBD6C-6E8B-11E7-B0A3-0050568862A8,22:26,Montgomery,,N,7/18/2017 12:00:00 AM,1,Email,17-0499,9CBE2E48-7066-4D10-8FA6-17A49B690232,,,,0,929,36.47868,-87.14469,-87.14469,101706107,16,101706107,DRIVER,,I 24,,01,N,01,17-0499,00,,03,T,1
01,CHURCH HILL,CITY VERIFIED VIA TDOT REPORT,7/16/2017 12:00:00 AM,1,36.51777,1,1,0,7/16/2017 9:33:00 PM,CA6B3385-DDBD-11E7-93C9-705812E32378,21:33,Hawkins,,N,7/16/2017 12:00:00 AM,1,Email,17-0502,A2BA8E12-EC4C-4B80-8FBD-2ED01781DED3,,HIGHWAY 11 W,,0,927,36.51777,-82.70859,-82.70859,101706360,0,101706360,PASS,,S CENTRAL AV,,01,N,03,17-0502,00,,05,T,1
00,NA,,7/19/2017 12:00:00 AM,1,36.06978,1,1,0,7/19/2017 7:20:00 AM,191D9EC0-B284-11E7-8279-0050568862A8,07:20,Dyer,,N,7/19/2017 12:00:00 AM,1,Email,17-0505,552E241C-7196-468B-829D-CC8795D246F3,,,,0,930,36.06978,-89.44348,-89.44348,101708815,10.3,101708815,DRIVER,,I 155,,01,Y,01,17-0505,00,,04,T,1
00,NA,,7/17/2017 12:00:00 AM,1,35.1867,1,1,0,7/17/2017 11:05:00 AM,AF1DA810-B2AC-11E7-8279-0050568862A8,11:05,Hardin,,N,7/17/2017 12:00:00 AM,1,Email,17-0494,F87A5E5F-12C5-4C4D-8020-70494F4E8071,,OLD BRIDGE LN,,0,928,35.1867,-88.2071,-88.2071,101709120,0,101709120,DRIVER,,HIGHWAY 226,,01,N,03,17-0494,00,,08,T,1
02,NA,,7/24/2017 12:00:00 AM,1,36.03586,1,1,0,7/24/2017 11:50:00 AM,BA78F2BC-70A8-11E7-B0A3-0050568862A8,11:50,Knox,,N,7/24/2017 12:00:00 AM,1,Par,17-0527,B90975CF-258C-43EF-B6FE-43C293E23F8E,,GLEN CREEK RD,,0,935,36.03586,-83.86439,-83.86439,101710472,0,101710472,DRIVER,,MILLERTOWN PIKE,,04,Y,04,17-0527,00,,01,T,1
00,KIMBALL,CITY VERIFIED VIA TDOT REPORT,7/7/2017 12:00:00 AM,1,35.04562,1,1,0,7/7/2017 7:00:00 AM,9C5EB0CD-F7AC-11E7-8446-705812217F75,07:00,Marion,,N,7/7/2017 12:00:00 AM,1,Email,17-0460,5BE035EB-CE38-41DC-9702-FCC4FEF0C282,,,,0,918,35.04562,-85.66445,-85.66445,101712917,153.65,101712917,DRIVER,,I 24,,01,N,01,17-0460,00,,02,T,1
00,NA,,7/23/2017 12:00:00 AM,1,35.81879,1,1,0,7/23/2017 1:07:00 PM,EDF992A2-7962-11E7-B0A3-0050568862A8,13:07,Decatur,,N,7/23/2017 12:00:00 AM,1,Email,17-0560,337CA7F9-1614-4156-AD64-8229E0A3B874,,,,0,934,35.81879,-88.14911,-88.14911,101714725,122,101714725,DRIVER,,I 40,,05,N,01,17-0560,00,,08,T,1
02,NASHVILLE,,7/27/2017 12:00:00 AM,1,36.06127,1,1,0,7/27/2017 11:54:00 AM,CE816022-8F4E-11E7-BA75-0050568862A8,11:54,Davidson,,N,7/27/2017 12:00:00 AM,1,Email,17-0543,EBFB6269-2EEC-4C2E-AA2D-6F56B4634A79,,SASSAFRAS PL,,0,938,36.06127,-86.82013,-86.82013,101717592,0,101717592,PED,,JEFFERSON DAVIS DR,,01,N,06,17-0543,00,,03,T,1
00,NA,,8/6/2017 12:00:00 AM,1,36.48374,1,1,0,8/6/2017 5:19:00 AM,B2F82132-80FD-11E7-B0A3-0050568862A8,05:19,Montgomery,,N,8/6/2017 12:00:00 AM,1,Email,17-0577,15FF7C2D-90CB-4A33-B909-C14EAAEA5C3B,,,,0,948,36.48374,-87.15355,-87.15355,101727406,15.4,101727406,PASS,,I 24,,02,N,01,17-0577,00,,03,T,1
00,NA,,8/6/2017 12:00:00 AM,1,36.48374,1,1,0,8/6/2017 5:19:00 AM,B2F82132-80FD-11E7-B0A3-0050568862A8,05:19,Montgomery,,N,8/6/2017 12:00:00 AM,1,Email,17-0577,385629A2-FEF1-4607-BBCB-C97139539F75,,,,0,948,36.48374,-87.15355,-87.15355,101727406,15.4,101727406,DRIVER,,I 24,,02,N,01,17-0577,00,,03,T,1
02,NA,,8/10/2017 12:00:00 AM,1,35.70905,1,1,0,8/10/2017 6:30:00 PM,B58DE09E-AAD7-11E7-8279-0050568862A8,18:30,Rhea,,N,8/10/2017 12:00:00 AM,1,Email,17-0582,246D6A1A-8D8D-4AFC-8240-BC766CA8553D,,GILLIAM RD,,0,952,35.70905,-84.86696,-84.86696,101731241,0,101731241,DRIVER,,WASSOM MEMORIAL HWY,,01,N,03,17-0582,00,,02,T,1
01,ATHENS,,8/22/2017 12:00:00 AM,1,35.47892,1,1,0,8/22/2017 9:40:00 AM,2B72D47F-8761-11E7-BA75-0050568862A8,09:40,McMinn,,N,8/22/2017 12:00:00 AM,1,Par,17-0605,D70FCABF-21F3-4826-A5FC-91D54F45CD65,,LAWN ST,,0,964,35.47892,-84.59391,-84.59391,101738312,0,101738312,DRIVER,,N CONGRESS PKWY,,01,N,02,17-0605,00,,02,T,1
00,NA,,8/21/2017 12:00:00 AM,1,36.17306,1,1,0,8/21/2017 3:52:00 PM,20A2A6AD-F96D-11E7-A93F-480FCF5D7E8A,15:52,Henry,,N,8/21/2017 12:00:00 AM,1,Email,17-0603,3D988221-AF11-4FE8-996F-F84581525900,,CONNECTING ROAD,,0,963,36.17306,-88.44634,-88.44634,101738857,0,101738857,PASS,,HWY 79S,,01,Y,02,17-0603,00,,08,T,1
00,NA,,8/14/2017 12:00:00 AM,1,35.17391,1,1,0,8/14/2017 11:15:00 AM,2B20717C-E78B-11E7-A9A1-FC4DD4D3C68B,11:15,Marion,,N,8/14/2017 12:00:00 AM,1,Email,17-0588,1133683C-F390-4854-A0BB-AEFB3299E643,,,,0,956,35.17391,-85.79714,-85.79714,101740609,140.6,101740609,DRIVER,,I 24,,01,Y,01,17-0588,00,,02,T,1
00,NA,,8/3/2017 12:00:00 AM,1,35.56399,1,1,0,8/3/2017 9:02:00 AM,E0B622D8-E03D-11E7-BD44-340286B02A0B,09:02,McMinn,,N,8/3/2017 12:00:00 AM,1,Email,17-0562,483AC996-3FBB-4B2F-9E98-07AB5498B368,,COUNTY RD 221,,0,945,35.56399,-84.67033,-84.67033,101745666,0,101745666,DRIVER,,HIGHWAY 305,,01,Y,03,17-0562,00,,02,T,1
00,NA,,8/28/2017 12:00:00 AM,1,36.56978,1,1,0,8/28/2017 2:50:00 PM,6B44F08C-E6A2-11E7-943A-A813743B2AC8,14:50,Robertson,,N,8/28/2017 12:00:00 AM,1,Email,17-0626,272609EC-EFD6-49F3-A04F-D84E45458CEA,,BARREN PLAINS RD,,0,970,36.56978,-86.86025,-86.86025,101748269,0,101748269,DRIVER,,HIGHWAY 431N,,01,N,03,17-0626,00,,03,T,1
00,ARLINGTON,CITY VERIFIED VIA TDOT REPORT,8/31/2017 12:00:00 AM,1,35.26776,1,1,0,8/31/2017 1:13:00 PM,BEEA47A7-A714-11E7-8279-0050568862A8,13:13,Shelby,,N,8/31/2017 12:00:00 AM,1,Email,17-0635,DDBAA26E-F0B2-4EF8-8BDA-E9E01286F9DE,,,,0,973,35.26776,-89.6542,-89.6542,101750870,26,101750870,DRIVER,,I 40,,01,N,01,17-0635,00,,04,T,1
00,NA,,9/3/2017 12:00:00 AM,1,36.36308,1,1,0,9/3/2017 6:10:00 PM,0AB6B0A9-950A-11E7-BA75-0050568862A8,18:10,Lake,,N,9/3/2017 12:00:00 AM,1,Email,17-0643,542BD19B-99E5-4C10-86B5-0871B683C330,,LOVELL RD,,0,976,36.36308,-89.43339,-89.43339,101751727,0,101751727,DRIVER,,STATE RT 21 E,,98,N,98,17-0643,00,,04,T,1
00,NA,,9/2/2017 12:00:00 AM,1,36.13955,1,1,0,9/2/2017 1:59:00 AM,723D8426-94AB-11E7-BA75-0050568862A8,01:59,Smith,,N,9/2/2017 12:00:00 AM,1,Email,17-0641,A658FEAB-0BC7-4E27-8221-B6C041B02343,,,,0,975,36.13955,-85.80462,-85.80462,101752286,267.1,101752286,DRIVER,,I 40,,04,N,01,17-0641,00,,06,T,1
00,CHURCH HILL,CITY VERIFIED VIA TDOT REPORT,9/11/2017 12:00:00 AM,1,36.52009,1,1,0,9/11/2017 7:31:00 AM,E812F8FE-999C-11E7-BA75-0050568862A8,07:31,Hawkins,,N,9/11/2017 12:00:00 AM,1,Email,17-0661,A04E2A9D-B924-462F-93DF-CF2F907BA5EB,,S OLD UNION RD,,0,984,36.52009,-82.72568,-82.72568,101758379,0,101758379,DRIVER,,HIGHWAY 11 W,,01,Y,02,17-0661,00,,05,T,1
02,NA,,9/18/2017 12:00:00 AM,1,35.69217,1,1,0,9/18/2017 5:34:00 PM,973D6F28-F1D6-11E7-AAF8-FC4DD43B283A,17:34,Blount,,N,9/18/2017 12:00:00 AM,1,Par,17-0680,E5E2BD3C-2EFE-44F9-91AC-CAF3610CE331,,ARTHUR WALKER RD,,0,991,35.69217,-83.95302,-83.95302,101765703,0,101765703,DRIVER,,BLOCKHOUSE RD,,01,N,04,17-0680,00,,01,T,1
01,ETHRIDGE,,9/22/2017 12:00:00 AM,1,35.33268,1,1,0,9/22/2017 3:35:00 PM,DC753800-AEB1-11E7-8279-0050568862A8,15:35,Lawrence,,N,9/22/2017 12:00:00 AM,1,Par,17-0723,3766A24F-990E-4723-8A9B-F119A2F1A5D0,,BREWER RD,,0,995,35.33268,-87.28936,-87.28936,101778767,0,101778767,PASS,,HWY 43N,,01,N,03,17-0723,00,,07,T,1
00,NA,,9/27/2017 12:00:00 AM,1,35.60928,1,1,0,9/27/2017 7:45:00 AM,66E9284E-AEE6-11E7-9C5D-705812E323EE,07:45,Meigs,,N,9/27/2017 12:00:00 AM,1,Par,17-0741,FA4D5CAF-8E56-4754-8B7E-28B589AA2B24,,OLD HWY 68,,0,1000,35.60928,-84.68055,-84.68055,101778807,0,101778807,DRIVER,,STATE HWY 68E,,01,N,03,17-0741,00,,02,T,1
01,NASHVILLE,,9/30/2017 12:00:00 AM,1,36.0163,1,1,0,9/30/2017 5:43:00 AM,9DC612EE-E088-11E7-9059-C01885F2C10A,05:43,Davidson,,N,9/30/2017 12:00:00 AM,1,Email,17-0718,2B607D92-20FB-4D7E-A238-69669083EDD6,,GOULD BLVD,,0,1003,36.0163,-86.61599,-86.61599,101779488,0,101779488,DRIVER,,FIRESTONE PKWY,,01,N,06,17-0718,00,,03,T,1
00,NA,,10/3/2017 12:00:00 AM,1,36.26477,1,1,0,10/3/2017 6:40:00 PM,B081114A-C076-11E7-8FED-8CC121A37C4B,18:40,Union,,N,10/3/2017 12:00:00 AM,1,Email,17-0736,C68009B6-3C0B-4B6A-B51E-06F105002ADE,,MALONE GAP RD,,0,1006,36.26477,-83.84399,-83.84399,101780929,0,101780929,PASS,,HICKORY VALLEY RD,,01,N,03,17-0736,00,,01,T,1
00,GREENEVILLE,CITY VERIFIED VIA TDOT REPORT,10/3/2017 12:00:00 AM,1,36.1726,1,1,0,10/3/2017 10:23:00 AM,5D62B4E7-C607-11E7-9FD9-0050B6046012,10:23,Greene,,N,10/3/2017 12:00:00 AM,1,Email,17-0734,851C108C-A480-4D44-8ECB-CBECB58990E2,,CUT-THRU,,0,1006,36.1726,-82.8487,-82.8487,101781874,0,101781874,DRIVER,,WEST ANDREW JOHNSON HWY,,02,N,02,17-0734,00,,05,T,1
00,NA,,10/2/2017 12:00:00 AM,1,35.2515,1,1,0,10/2/2017 10:59:00 AM,181662D3-EEA2-11E7-B14C-20C6EB0918E8,10:59,Hardin,,N,10/2/2017 12:00:00 AM,1,Email,17-0732,E9DA2B71-DE51-4F12-A56A-C3D1377D9348,,HIGHWAY 64,,0,1005,35.2515,-88.08327,-88.08327,101783370,0,101783370,DRIVER,,LONESOME PINE RD,,01,N,02,17-0732,00,,08,T,1
00,SPRING HILL,CITY VERIFIED VIA EMAIL,10/9/2017 12:00:00 AM,1,35.7633,1,1,0,10/9/2017 4:16:00 PM,9A396291-BB73-11E7-B69C-340286B02966,16:16,Williamson,,N,10/9/2017 12:00:00 AM,1,Email,17-0753,7A76E71C-9549-441A-BA43-36A9C6EB09BC,,,,0,1012,35.7633,-86.86541,-86.86541,101789168,54.55,101789168,DRIVER,,I 65,,01,N,01,17-0753,00,,03,T,1
01,WINFIELD,CITY VERIFIED VIA TDOT REPORT,10/12/2017 12:00:00 AM,1,36.594,1,1,0,10/12/2017 10:25:00 AM,5EB2D975-B5DA-11E7-A905-0015FF636490,10:25,Scott,,N,10/12/2017 12:00:00 AM,1,Email,17-0758,5DA366C8-8D90-4F07-B666-EA42778FFCC2,,ROSS LN,,0,1015,36.594,-84.43906,-84.43906,101796100,0,101796100,DRIVER,,SCOTT HWY,,01,N,02,17-0758,00,,01,T,1
00,NA,,10/17/2017 12:00:00 AM,1,36.36251,1,1,0,10/17/2017 2:08:00 PM,2C62D790-B81C-11E7-9CE8-0015FF880210,14:08,Greene,,N,10/17/2017 12:00:00 AM,1,Email,17-0776,5CFF7724-B1F5-458B-A3BA-3BC4F815DD12,,,,0,1020,36.36251,-82.68958,-82.68958,101796203,45,101796203,DRIVER,,I 81,,01,Y,01,17-0776,00,,05,T,1
00,LEBANON,,10/12/2017 12:00:00 AM,1,36.18292,1,1,0,10/12/2017 9:20:00 PM,358CE972-F56E-11E7-9683-00A0C6000000,21:20,Wilson,,N,10/12/2017 12:00:00 AM,1,Par,17-0791,C03203FF-59D1-487A-9A66-29AEF9ED490A,,RAMP,,0,1015,36.18292,-86.40593,-86.40593,101796258,0,101796258,PASS,,HIGHWAY 109S,,01,N,03,17-0791,00,,03,T,1
00,ROGERSVILLE,CITY VERIFIED VIA TDOT REPORT,10/19/2017 12:00:00 AM,1,36.39503,1,1,0,10/19/2017 6:59:00 AM,5F92EE9E-B79E-11E7-BCE9-0050568862A8,06:59,Hawkins,,N,10/19/2017 12:00:00 AM,1,Email,17-0783,49091374-3A4E-45F1-91E8-8E3BA046230C,,W MAIN ST,,0,1022,36.39503,-83.02836,-83.02836,101798590,0,101798590,DRIVER,,HIGHWAY 11 W,,01,N,02,17-0783,00,,05,T,1
01,LAVERGNE,CITY VERIFIED VIA PHONE CALL,10/13/2017 12:00:00 AM,1,35.99569,1,1,0,10/13/2017 9:18:00 AM,BC73E053-B8F1-11E7-BCE9-0050568862A8,09:18,Rutherford,,N,10/13/2017 12:00:00 AM,1,Email,17-0787,B8DEBE3D-B68D-4DF3-9E33-2BFF1CDED170,,RAMP,,0,1016,35.99569,-86.59669,-86.59669,101801738,0,101801738,DRIVER,,WALDRON RD,,01,N,06,17-0787,00,,03,T,1
02,NA,,11/3/2017 12:00:00 AM,1,36.48448,1,1,0,11/3/2017 4:10:00 PM,098D1FCE-C492-11E7-848D-20C6EB091441,16:10,Johnson,,N,11/3/2017 12:00:00 AM,1,Par,17-0821,3780C93F-7FCC-4FFE-9CE9-ED284FEADADC,,PARSONS ELLER PVT RD,,0,1037,36.48448,-81.83569,-81.83569,101814634,0,101814634,DRIVER,,PLEASANT VALLEY RD,,01,N,04,17-0821,00,,05,T,1
00,NA,,10/31/2017 12:00:00 AM,1,35.60749,1,1,0,10/31/2017 12:00:00 AM,18D5888B-CF4B-11E7-86F2-340286AF66ED,24:00,Monroe,,N,10/31/2017 12:00:00 AM,1,Par,17-0813,37B144CE-2169-402E-8EBA-67FD38AB0FCC,,,,0,1034,35.60749,-84.50761,-84.50761,101827259,61.3,101827259,PED,,I 75,,01,N,,17-0813,00,,01,T,1
00,NA,,11/14/2017 12:00:00 AM,1,35.02252,1,1,0,11/14/2017 6:03:00 AM,E2CBBDEC-D726-11E7-8CFD-A402B9E9C1BC,06:03,Hardin,,N,11/14/2017 12:00:00 AM,1,Email,17-0841,9E8CCE9C-F55A-4CD6-BF44-3C00091DAA5F,,CHERRY CHAPEL LOOP,,0,1048,35.02252,-88.01309,-88.01309,101827753,0,101827753,DRIVER,,HIGHWAY 69,,01,N,03,17-0841,00,,08,T,1
00,UNION CITY,,11/18/2017 12:00:00 AM,1,36.44628,1,1,0,11/18/2017 8:40:00 AM,541D5B5F-D2D2-11E7-BABD-7845C44274C1,08:40,Obion,,N,11/18/2017 12:00:00 AM,1,Par,17-0850,3D579922-0F6C-4CA7-B6A0-B6B3ADA61C7F,,N CLOVER ST,,0,1052,36.44628,-89.04465,-89.04465,101830651,0,101830651,PASS,,N EVERETT BLVD,,01,N,06,17-0850,00,,04,T,1
01,CROSSVILLE,,11/20/2017 12:00:00 AM,1,35.94859,1,1,0,11/20/2017 10:50:00 AM,01D96B66-CEEF-11E7-8CDF-509A4C47B7CF,10:50,Cumberland,,N,11/20/2017 12:00:00 AM,1,Par,17-0856,A8132C3B-4B29-485F-8355-FACEDC4AEC2F,,E FOURTH ST,,0,1054,35.94859,-85.02661,-85.02661,101832069,0,101832069,PED,,FOURTH ST,,01,N,03,17-0856,00,,06,T,1
02,NA,,11/28/2017 12:00:00 AM,1,36.6063,1,1,0,11/28/2017 2:09:00 PM,1346E429-2583-11E8-B6C3-8CC121A301E8,14:09,Pickett,,N,11/28/2017 12:00:00 AM,1,Email,17-0877,077114AD-C3E7-4DA3-849C-F8F2D1A08BF3,,CHANUTE RD,,0,1062,36.6063,-85.06079,-85.06079,101843536,0,101843536,DRIVER,,N YORK HWY,,01,N,02,17-0877,00,,06,T,1
01,Not in a City,,11/29/2017 12:00:00 AM,1,36.54414,1,1,0,11/29/2017 6:40:00 AM,CF915908-E9D9-11E7-B150-001BD338311B,06:40,Sullivan,,N,11/29/2017 12:00:00 AM,1,Par,17-0878,42ECE0B2-25EB-E711-80CF-0050568862B1,,RED BUD LN,,0,1063,36.54414,-82.33559,-82.33559,101844247,0,101844247,DRIVER,,HIGHWAY 394,,03,N,01,17-0878,00,,05,T,1
00,NA,,11/26/2017 12:00:00 AM,1,35.78067,1,1,0,11/26/2017 9:59:00 PM,FED86FA4-5ACD-11E8-B02F-C8D3FFB35AC0,21:59,Henderson,,N,11/26/2017 12:00:00 AM,1,Email,17-0869,2C4F3F9C-C5EC-417F-8D4E-280A4B942247,,,,0,1060,35.78067,-88.41694,-88.41694,101853622,106.45,101853622,DRIVER,,I 40,,01,N,01,17-0869,00,,08,T,1
00,MANCHESTER,CITY VERIFIED VIA TDOT REPORT,11/21/2017 12:00:00 AM,1,35.49881,1,1,0,11/21/2017 1:05:00 AM,344C043A-E78C-11E7-9D1A-001BD317C53F,01:05,Coffee,,N,11/21/2017 12:00:00 AM,1,Email,17-0855,0405B810-F9DC-4DE5-9D10-76A258DD37C2,,,,0,1055,35.49881,-86.08444,-86.08444,101860070,110.35,101860070,DRIVER,,I 24,,01,N,01,17-0855,00,,02,T,1
